,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Year,STL,BLK
3,Year/Year,,-0.5%,-5.4%,-4.3%,-0.005,18.5%,14.5%,0.012,-9.0%,-8.2%,-0.004,-11.6%,-11.3%,-0.002,-3.9%,-6.5%,-5.8%,-7.1%,-2.3%,-5.6%,-5.6%,2004,4.3%,-7.2%
4,Opponent,82.0,19805,2671,6180,0.432,329,1014,0.324,2342,5166,0.453,1350,1800,0.75,867,2423,3290,1649,1301,1794,7021,2004,582,512
5,Opponent/G,,241.5,32.6,75.4,0.432,4.0,12.4,0.324,28.6,63.0,0.453,16.5,22.0,0.75,10.6,29.5,40.1,20.1,15.9,21.9,85.6,2004,7.1,6.2
6,Lg Rank,,15,6,2,10.0,3,3,3.0,9,7,10.0,4,4,18.0,1,8,3,7,8,12,3,2004,3,28
7,Year/Year,,-0.5%,-6.6%,-7.6%,0.005,-19.2%,-15.3%,-0.016,-4.5%,-6.0%,0.007,-11.6%,-9.6%,-0.017,-13.8%,-1.4%,-5.0%,-2.8%,3.4%,-6.7%,-8.3%,2004,-6.1%,-0.2%
0,Team,82.0,19905,2668,6169,0.432,542,1575,0.344,2126,4594,0.463,1748,2206,0.792,868,2418,3286,1489,1173,1890,7626,2005,615,357
1,Team/G,,242.7,32.5,75.2,0.432,6.6,19.2,0.344,25.9,56.0,0.463,21.3,26.9,0.792,10.6,29.5,40.1,18.2,14.3,23.0,93.0,2005,7.5,4.4
2,Lg Rank,,5,30,30,25.0,7,6,24.0,30,30,24.0,7,10,2.0,28,18,28,29,16,20,25,2005,16,19
3,Year/Year,,0.5%,-3.1%,-2.4%,-0.003,20.7%,23.0%,-0.006,-7.7%,-8.9%,0.006,13.7%,9.5%,0.029,-10.1%,-1.4%,-3.8%,-16.1%,-0.8%,10.6%,1.8%,2005,-15.3%,-13.1%
4,Opponent,82.0,19905,2768,6284,0.44,391,1071,0.365,2377,5213,0.456,1637,2202,0.743,972,2416,3388,1540,1142,1883,7564,2005,549,398
5,Opponent/G,,242.7,33.8,76.6,0.44,4.8,13.1,0.365,29.0,63.6,0.456,20.0,26.9,0.743,11.9,29.5,41.3,18.8,13.9,23.0,92.2,2005,6.7,4.9
6,Lg Rank,,5,7,4,10.0,2,2,23.0,8,10,8.0,19,21,3.0,15,12,13,2,20,14,5,2005,4,14
7,Year/Year,,0.5%,3.6%,1.7%,0.008,18.8%,5.6%,0.041,1.5%,0.9%,0.003,21.3%,22.3%,-0.007,12.1%,-0.3%,3.0%,-6.6%,-12.2%,5.0%,7.7%,2005,-5.7%,-22.3%
0,Team,82.0,19730,2786,6274,0.444,536,1536,0.349,2250,4738,0.475,1591,2158,0.737,898,2559,3457,1631,1254,1821,7699,2006,598,409
1,Team/G,,240.6,34.0,76.5,0.444,6.5,18.7,0.349,27.4,57.8,0.475,19.4,26.3,0.737,11.0,31.2,42.2,19.9,15.3,22.2,93.9,2006,7.3,5.0
2,Lg Rank,,29,26,24,24.0,9,7,18.0,28,29,17.0,20,18,19.0,16,6,8,19,26,9,23,2006,11,13
3,Year/Year,,-0.9%,4.4%,1.7%,0.012,-1.1%,-2.5%,0.005,5.8%,3.1%,0.012,-9.0%,-2.2%,-0.055,3.5%,5.8%,5.2%,9.5%,6.9%,-3.7%,1.0%,2006,-2.8%,14.6%
4,Opponent,82.0,19730,2831,6504,0.435,371,1083,0.343,2460,5421,0.454,1511,2060,0.733,968,2416,3384,1520,1112,1800,7544,2006,661,399
5,Opponent/G,,240.6,34.5,79.3,0.435,4.5,13.2,0.343,30.0,66.1,0.454,18.4,25.1,0.733,11.8,29.5,41.3,18.5,13.6,22.0,92.0,2006,8.1,4.9
6,Lg Rank,,29,8,20,5.0,3,3,4.0,13,27,4.0,8,9,5.0,23,13,19,4,24,23,5,2006,27,15
7,Year/Year,,-0.9%,2.3%,3.5%,-0.005,-5.1%,1.1%,-0.023,3.5%,4.0%,-0.002,-7.7%,-6.4%,-0.01,-0.4%,0.0%,-0.1%,-1.3%,-2.6%,-4.4%,-0.3%,2006,20.4%,0.3%
0,Team,82.0,19780,2872,6561,0.438,481,1389,0.346,2391,5172,0.462,1615,2125,0.76,990,2441,3431,1680,1335,1912,7840,2007,599,447
1,Team/G,,241.2,35.0,80.0,0.438,5.9,16.9,0.346,29.2,63.1,0.462,19.7,25.9,0.76,12.1,29.8,41.8,20.5,16.3,23.3,95.6,2007,7.3,5.5
2,Lg Rank,,22,28,12,30.0,17,16,22.0,26,15,29.0,14,16,15.0,7,18,9,19,25,23,24,2007,11,4
3,Year/Year,,0.3%,3.1%,4.6%,-0.006,-10.3%,-9.6%,-0.003,6.3%,9.2%,-0.013,1.5%,-1.5%,0.023,10.2%,-4.6%,-0.8%,3.0%,6.5%,5.0%,1.8%,2007,0.2%,9.3%
4,Opponent,82.0,19780,2931,6416,0.457,437,1175,0.372,2494,5241,0.476,1741,2311,0.753,915,2499,3414,1642,1289,1942,8040,2007,644,410
5,Opponent/G,,241.2,35.7,78.2,0.457,5.3,14.3,0.372,30.4,63.9,0.476,21.2,28.2,0.753,11.2,30.5,41.6,20.0,15.7,23.7,98.0,2007,7.9,5.0
6,Lg Rank,,22,12,9,13.0,6,3,26.0,15,25,8.0,24,23,16.0,16,21,20,7,7,5,12,2007,25,22
7,Year/Year,,0.3%,3.5%,-1.4%,0.022,17.8%,8.5%,0.029,1.4%,-3.3%,0.022,15.2%,12.2%,0.02,-5.5%,3.4%,0.9%,8.0%,15.9%,7.9%,6.6%,2007,-2.6%,2.8%
0,Team,82.0,19755,3102,6993,0.444,755,2021,0.374,2347,4972,0.472,1568,2042,0.768,904,2633,3537,1864,1236,1921,8527,2008,623,412
1,Team/G,,240.9,37.8,85.3,0.444,9.2,24.6,0.374,28.6,60.6,0.472,19.1,24.9,0.768,11.0,32.1,43.1,22.7,15.1,23.4,104.0,2008,7.6,5.0
2,Lg Rank,,22,9,4,24.0,3,3,8.0,27,25,22.0,11,17,12.0,17,8,7,7,26,29,7,2008,11,9
3,Year/Year,,-0.1%,8.0%,6.6%,0.006,57.0%,45.5%,0.027,-1.8%,-3.9%,0.01,-2.9%,-3.9%,0.008,-8.7%,7.9%,3.1%,11.0%,-7.4%,0.5%,8.8%,2008,4.0%,-7.8%
4,Opponent,82.0,19755,3093,6817,0.454,606,1571,0.386,2487,5246,0.474,1850,2443,0.757,929,2800,3729,1820,1297,1782,8642,2008,663,416
5,Opponent/G,,240.9,37.7,83.1,0.454,7.4,19.2,0.386,30.3,64.0,0.474,22.6,29.8,0.757,11.3,34.1,45.5,22.2,15.8,21.7,105.4,2008,8.1,5.1
6,Lg Rank,,22,18,23,10.0,26,23,29.0,14,19,8.0,30,29,19.0,20,29,29,19,5,10,26,2008,28,21
7,Year/Year,,-0.1%,5.5%,6.3%,-0.003,38.7%,33.7%,0.014,-0.3%,0.1%,-0.002,6.3%,5.7%,0.004,1.5%,12.0%,9.2%,10.8%,0.6%,-8.2%,7.5%,2008,3.0%,1.5%
0,Team,82.0,19830,3220,7080,0.455,652,1725,0.378,2568,5355,0.48,1525,1890,0.807,924,2661,3585,1775,1189,1895,8617,2009,573,434
1,Team/G,,241.8,39.3,86.3,0.455,8.0,21.0,0.378,31.3,65.3,0.48,18.6,23.0,0.807,11.3,32.5,43.7,21.6,14.5,23.1,105.1,2009,7.0,5.3
2,Lg Rank,,11,4,2,19.0,4,4,8.0,11,10,18.0,18,23,3.0,12,3,2,9,19,27,5,2009,20,8
3,Year/Year,,0.4%,3.8%,1.2%,0.011,-13.6%,-14.6%,0.004,9.4%,7.7%,0.008,-2.7%,-7.4%,0.039,2.2%,1.1%,1.4%,-4.8%,-3.8%,-1.4%,1.1%,2009,-8.0%,5.3%
4,Opponent,82.0,19830,3141,6862,0.458,569,1519,0.375,2572,5343,0.481,1857,2431,0.764,909,2708,3617,1731,1151,1692,8708,2009,635,444
5,Opponent/G,,241.8,38.3,83.7,0.458,6.9,18.5,0.375,31.4,65.2,0.481,22.6,29.6,0.764,11.1,33.0,44.1,21.1,14.0,20.6,106.2,2009,7.7,5.4
6,Lg Rank,,11,21,26,15.0,18,18,20.0,22,19,11.0,29,29,12.0,19,29,28,16,15,15,26,2009,21,26
7,Year/Year,,0.4%,1.6%,0.7%,0.004,-6.1%,-3.3%,-0.011,3.4%,1.8%,0.007,0.4%,-0.5%,0.007,-2.2%,-3.3%,-3.0%,-4.9%,-11.3%,-5.1%,0.8%,2009,-4.2%,6.7%
0,Team,82.0,19705,3020,6823,0.443,659,1896,0.348,2361,4927,0.479,1564,2019,0.775,785,2618,3403,1730,1232,1848,8263,2010,585,439
1,Team/G,,240.3,36.8,83.2,0.443,8.0,23.1,0.348,28.8,60.1,0.479,19.1,24.6,0.775,9.6,31.9,41.5,21.1,15.0,22.5,100.8,2010,7.1,5.4
2,Lg Rank,,29,22,11,28.0,4,3,18.0,29,26,24.0,13,14,8.0,28,6,19,15,25,28,16,2010,17,8
3,Year/Year,,-0.6%,-6.2%,-3.6%,-0.012,1.1%,9.9%,-0.03,-8.1%,-8.0%,-0.0,2.6%,6.8%,-0.032,-15.0%,-1.6%,-5.1%,-2.5%,3.6%,-2.5%,-4.1%,2010,2.1%,1.2%
4,Opponent,82.0,19705,3113,6875,0.453,510,1405,0.363,2603,5470,0.476,1774,2346,0.756,969,2852,3821,1694,1227,1709,8510,2010,654,414
5,Opponent/G,,240.3,38.0,83.8,0.453,6.2,17.1,0.363,31.7,66.7,0.476,21.6,28.6,0.756,11.8,34.8,46.6,20.7,15.0,20.8,103.8,2010,8.0,5.0
6,Lg Rank,,29,19,25,13.0,10,9,21.0,19,27,5.0,29,29,14.0,28,30,29,13,8,14,23,2010,28,18
7,Year/Year,,-0.6%,-0.9%,0.2%,-0.005,-10.4%,-7.5%,-0.012,1.2%,2.4%,-0.006,-4.5%,-3.5%,-0.008,6.6%,5.3%,5.6%,-2.1%,6.6%,1.0%,-2.3%,2010,3.0%,-6.8%
0,Team,82.0,19780,3003,6787,0.442,585,1653,0.354,2418,5134,0.471,1592,2035,0.782,914,2657,3571,1611,1262,1782,8183,2011,584,456
1,Team/G,,241.2,36.6,82.8,0.442,7.1,20.2,0.354,29.5,62.6,0.471,19.4,24.8,0.782,11.1,32.4,43.5,19.6,15.4,21.7,99.8,2011,7.1,5.6
2,Lg Rank,,20,22,9,26.0,10,9,16.0,26,17,25.0,6,10,5.0,13,3,5,28,27,22,13,2011,20,6
3,Year/Year,,0.4%,-0.6%,-0.5%,-0.0,-11.2%,-12.8%,0.006,2.4%,4.2%,-0.008,1.8%,0.8%,0.008,16.4%,1.5%,4.9%,-6.9%,2.4%,-3.6%,-1.0%,2011,-0.2%,3.9%
4,Opponent,82.0,19780,3071,6837,0.449,511,1423,0.359,2560,5414,0.473,1618,2157,0.75,931,2618,3549,1670,1143,1758,8271,2011,615,467
5,Opponent/G,,241.2,37.5,83.4,0.449,6.2,17.4,0.359,31.2,66.0,0.473,19.7,26.3,0.75,11.4,31.9,43.3,20.4,13.9,21.4,100.9,2011,7.5,5.7
6,Lg Rank,,20,17,23,7.0,12,11,17.0,16,24,6.0,23,23,4.0,23,25,25,7,17,7,17,2011,21,25
7,Year/Year,,0.4%,-1.3%,-0.6%,-0.004,0.2%,1.3%,-0.004,-1.7%,-1.0%,-0.003,-8.8%,-8.1%,-0.006,-3.9%,-8.2%,-7.1%,-1.4%,-6.8%,2.9%,-2.8%,2011,-6.0%,12.8%
0,Team,66.0,15990,2354,5375,0.438,392,1064,0.368,1962,4311,0.455,1349,1724,0.782,826,2070,2896,1228,925,1430,6449,2012,523,357
1,Team/G,,242.3,35.7,81.4,0.438,5.9,16.1,0.368,29.7,65.3,0.455,20.4,26.1,0.782,12.5,31.4,43.9,18.6,14.0,21.7,97.7,2012,7.9,5.4
2,Lg Rank,,8,22,16,24.0,19,22,6.0,19,11,28.0,2,3,3.0,6,10,4,29,7,28,13,2012,15,9
3,Year/Year,,0.4%,-2.6%,-1.6%,-0.005,-16.7%,-20.0%,0.015,0.8%,4.3%,-0.016,5.3%,5.3%,0.0,12.3%,-3.2%,0.8%,-5.3%,-8.9%,-0.3%,-2.1%,2012,11.3%,-2.7%
4,Opponent,66.0,15990,2305,5304,0.435,442,1259,0.351,1863,4045,0.461,1179,1617,0.729,794,1998,2792,1292,985,1428,6231,2012,433,398
5,Opponent/G,,242.3,34.9,80.4,0.435,6.7,19.1,0.351,28.2,61.3,0.461,17.9,24.5,0.729,12.0,30.3,42.3,19.6,14.9,21.6,94.4,2012,6.6,6.0
6,Lg Rank,,8,8,12,6.0,21,22,16.0,5,9,6.0,24,25,2.0,24,12,17,6,10,4,10,2012,3,27
7,Year/Year,,0.4%,-6.7%,-3.6%,-0.015,7.5%,9.9%,-0.008,-9.6%,-7.2%,-0.012,-9.5%,-6.9%,-0.021,6.0%,-5.2%,-2.3%,-3.9%,7.1%,0.9%,-6.4%,2012,-12.5%,5.9%
0,Team,81.0,19590,2845,6525,0.436,555,1599,0.347,2290,4926,0.465,1429,1915,0.746,1043,2671,3714,1645,1227,1623,7674,2013,580,513
1,Team/G,,241.9,35.1,80.6,0.436,6.9,19.7,0.347,28.3,60.8,0.465,17.6,23.6,0.746,12.9,33.0,45.9,20.3,15.1,20.0,94.7,2013,7.2,6.3
2,Lg Rank,,30,29,25,26.0,16,15,22.0,27,20,24.0,7,8,19.0,4,5,1,28,26,14,23,2013,24,4
3,Year/Year,,-0.2%,-1.5%,-1.1%,-0.002,15.4%,22.5%,-0.021,-4.9%,-6.9%,0.01,-13.7%,-9.5%,-0.036,2.9%,5.1%,4.5%,9.2%,8.1%,-7.5%,-3.0%,2013,-9.6%,17.1%
4,Opponent,81.0,19590,2797,6657,0.42,440,1344,0.327,2357,5313,0.444,1314,1728,0.76,909,2401,3310,1555,1096,1777,7348,2013,611,459
5,Opponent/G,,241.9,34.5,82.2,0.42,5.4,16.6,0.327,29.1,65.6,0.444,16.2,21.3,0.76,11.2,29.6,40.9,19.2,13.5,21.9,90.7,2013,7.5,5.7
6,Lg Rank,,30,2,16,1.0,1,2,1.0,7,27,1.0,9,8,23.0,19,8,8,2,25,3,2,2013,10,20
7,Year/Year,,-0.2%,-1.1%,2.3%,-0.014,-18.9%,-13.0%,-0.024,3.1%,7.0%,-0.017,-9.2%,-12.9%,0.031,-6.7%,-2.1%,-3.4%,-1.9%,-9.3%,1.4%,-3.9%,2013,15.0%,-6.0%
0,Team,82.0,19780,2949,6573,0.449,550,1542,0.357,2399,5031,0.477,1485,1907,0.779,834,2831,3665,1651,1237,1675,7933,2014,550,446
1,Team/G,,241.2,36.0,80.2,0.449,6.7,18.8,0.357,29.3,61.4,0.477,18.1,23.3,0.779,10.2,34.5,44.7,20.1,15.1,20.4,96.7,2014,6.7,5.4
2,Lg Rank,,22,28,28,17.0,22,25,17.0,23,18,22.0,13,16,8.0,23,1,8,27,19,13,24,2014,27,5
3,Year/Year,,-0.3%,2.4%,-0.5%,0.013,-2.1%,-4.7%,0.01,3.5%,0.9%,0.012,2.7%,-1.6%,0.032,-21.0%,4.7%,-2.5%,-0.9%,-0.4%,1.9%,2.1%,2014,-6.3%,-14.1%
4,Opponent,82.0,19780,2850,6785,0.42,538,1561,0.345,2312,5224,0.443,1334,1768,0.755,855,2521,3376,1525,1120,1793,7572,2014,593,378
5,Opponent/G,,241.2,34.8,82.7,0.42,6.6,19.0,0.345,28.2,63.7,0.443,16.3,21.6,0.755,10.4,30.7,41.2,18.6,13.7,21.9,92.3,2014,7.2,4.6
6,Lg Rank,,22,1,14,1.0,3,5,4.0,5,23,1.0,6,6,11.0,9,7,5,1,26,6,2,2014,8,14
7,Year/Year,,-0.3%,0.7%,0.7%,-0.0,20.8%,14.7%,0.017,-3.1%,-2.9%,-0.001,0.3%,1.1%,-0.006,-7.1%,3.7%,0.8%,-3.1%,0.9%,-0.3%,1.8%,2014,-4.1%,-18.7%
0,Team,82.0,19855,2998,6824,0.439,612,1740,0.352,2386,5084,0.469,1373,1817,0.756,856,2822,3678,1757,1147,1742,7981,2015,505,375
1,Team/G,,242.1,36.6,83.2,0.439,7.5,21.2,0.352,29.1,62.0,0.469,16.7,22.2,0.756,10.4,34.4,44.9,21.4,14.0,21.2,97.3,2015,6.2,4.6
2,Lg Rank,,13,24,15,23.0,17,18,12.0,19,15,24.0,16,18,13.0,21,3,5,18,14,22,24,2015,29,17
3,Year/Year,,0.4%,1.7%,3.8%,-0.009,11.3%,12.8%,-0.005,-0.5%,1.1%,-0.008,-7.5%,-4.7%,-0.023,2.6%,-0.3%,0.4%,6.4%,-7.3%,4.0%,0.6%,2015,-8.2%,-15.9%
4,Opponent,82.0,19855,2949,6784,0.435,591,1713,0.345,2358,5071,0.465,1469,1951,0.753,800,2704,3504,1633,1045,1754,7958,2015,617,386
5,Opponent/G,,242.1,36.0,82.7,0.435,7.2,20.9,0.345,28.8,61.8,0.465,17.9,23.8,0.753,9.8,33.0,42.7,19.9,12.7,21.4,97.0,2015,7.5,4.7
6,Lg Rank,,13,3,8,3.0,5,6,11.0,9,21,3.0,21,21,18.0,2,20,10,2,26,4,4,2015,13,14
7,Year/Year,,0.4%,3.5%,-0.0%,0.015,9.9%,9.7%,0.0,2.0%,-2.9%,0.022,10.1%,10.4%,-0.002,-6.4%,7.3%,3.8%,7.1%,-6.7%,-2.2%,5.1%,2015,4.0%,2.1%
0,Team,82.0,19880,3142,6985,0.45,663,1889,0.351,2479,5096,0.486,1430,1872,0.764,847,2779,3626,1741,1219,1641,8377,2016,742,391
1,Team/G,,242.4,38.3,85.2,0.45,8.1,23.0,0.351,30.2,62.1,0.486,17.4,22.8,0.764,10.3,33.9,44.2,21.2,14.9,20.0,102.2,2016,9.0,4.8
2,Lg Rank,,5,15,13,17.0,18,20,14.0,13,13,17.0,14,17,15.0,17,10,12,22,20,11,17,2016,4,17
3,Year/Year,,0.1%,4.8%,2.4%,0.01,8.3%,8.6%,-0.001,3.9%,0.2%,0.017,4.2%,3.0%,0.008,-1.1%,-1.5%,-1.4%,-0.9%,6.3%,-5.8%,5.0%,2016,46.9%,4.3%
4,Opponent,82.0,19880,3065,6962,0.44,679,2035,0.334,2386,4927,0.484,1428,1901,0.751,877,2774,3651,1707,1297,1676,8237,2016,634,366
5,Opponent/G,,242.4,37.4,84.9,0.44,8.3,24.8,0.334,29.1,60.1,0.484,17.4,23.2,0.751,10.7,33.8,44.5,20.8,15.8,20.4,100.5,2016,7.7,4.5
6,Lg Rank,,5,9,16,6.0,13,19,3.0,9,17,13.0,14,13,11.0,17,19,20,4,7,13,8,2016,16,9
7,Year/Year,,0.1%,3.9%,2.6%,0.006,14.9%,18.8%,-0.011,1.2%,-2.8%,0.019,-2.8%,-2.6%,-0.002,9.6%,2.6%,4.2%,4.5%,24.1%,-4.4%,3.5%,2016,2.8%,-5.2%
0,Team,82.0,19855,3221,6931,0.465,709,1885,0.376,2512,5046,0.498,1467,1811,0.81,742,2702,3444,1844,1130,1597,8618,2017,669,409
1,Team/G,,242.1,39.3,84.5,0.465,8.6,23.0,0.376,30.6,61.5,0.498,17.9,22.1,0.81,9.0,33.0,42.0,22.5,13.8,19.5,105.1,2017,8.2,5.0
2,Lg Rank,,7,15,20,10.0,23,27,4.0,9,9,17.0,16,23,2.0,23,21,26,16,16,13,15,2017,9,9
3,Year/Year,,-0.1%,2.5%,-0.8%,0.015,6.9%,-0.2%,0.025,1.3%,-1.0%,0.011,2.6%,-3.3%,0.046,-12.4%,-2.8%,-5.0%,5.9%,-7.3%,-2.7%,2.9%,2017,-9.8%,4.6%
4,Opponent,82.0,19855,3115,6909,0.451,849,2389,0.355,2266,4520,0.501,1557,1974,0.789,879,2751,3630,1832,1225,1599,8636,2017,661,407
5,Opponent/G,,242.1,38.0,84.3,0.451,10.4,29.1,0.355,27.6,55.1,0.501,19.0,24.1,0.789,10.7,33.5,44.3,22.3,14.9,19.5,105.3,2017,8.1,5.0
6,Lg Rank,,7,7,11,10.0,25,25,13.0,5,6,12.0,24,20,30.0,24,19,21,11,6,20,14,2017,20,16
7,Year/Year,,-0.1%,1.6%,-0.8%,0.011,25.0%,17.4%,0.022,-5.0%,-8.3%,0.017,9.0%,3.8%,0.038,0.2%,-0.8%,-0.6%,7.3%,-5.6%,-4.6%,4.8%,2017,4.3%,11.2%
0,Team,82.0,19755,3345,7083,0.472,741,2010,0.369,2604,5073,0.513,1225,1573,0.779,788,2684,3472,1819,1089,1544,8656,2018,721,340
1,Team/G,,240.9,40.8,86.4,0.472,9.0,24.5,0.369,31.8,61.9,0.513,14.9,19.2,0.779,9.6,32.7,42.3,22.2,13.3,18.8,105.6,2018,8.8,4.1
2,Lg Rank,,18,6,14,6.0,25,26,9.0,4,4,13.0,24,27,11.0,17,25,22,23,5,7,17,2018,3,25
3,Year/Year,,-0.5%,3.8%,2.2%,0.008,4.5%,6.6%,-0.007,3.7%,0.5%,0.015,-16.5%,-13.1%,-0.031,6.2%,-0.7%,0.8%,-1.4%,-3.6%,-3.3%,0.4%,2018,7.8%,-16.9%
4,Opponent,82.0,19755,3230,6953,0.465,870,2496,0.349,2360,4457,0.53,1213,1602,0.757,838,2686,3524,1905,1271,1514,8543,2018,577,428
5,Opponent/G,,240.9,39.4,84.8,0.465,10.6,30.4,0.349,28.8,54.4,0.53,14.8,19.5,0.757,10.2,32.8,43.0,23.2,15.5,18.5,104.2,2018,7.0,5.2
6,Lg Rank,,18,15,11,18.0,15,23,5.0,12,5,27.0,6,5,7.0,21,8,14,12,3,26,9,2018,3,25
7,Year/Year,,-0.5%,3.7%,0.6%,0.014,2.5%,4.5%,-0.007,4.1%,-1.4%,0.028,-22.1%,-18.8%,-0.032,-4.7%,-2.4%,-2.9%,4.0%,3.8%,-5.3%,-1.1%,2018,-12.7%,5.2%
0,Team,82.0,19705,3390,7135,0.475,779,2081,0.374,2611,5054,0.517,1298,1727,0.752,762,2766,3528,2128,1122,1594,8857,2019,713,404
1,Team/G,,240.3,41.3,87.0,0.475,9.5,25.4,0.374,31.8,61.6,0.517,15.8,21.1,0.752,9.3,33.7,43.0,26.0,13.7,19.4,108.0,2019,8.7,4.9
2,Lg Rank,,30,16,27,4.0,29,29,5.0,5,7,16.0,26,23,22.0,25,23,24,9,10,4,22,2019,3,20
3,Year/Year,,-0.3%,1.3%,0.7%,0.003,5.1%,3.5%,0.006,0.3%,-0.4%,0.003,6.0%,9.8%,-0.027,-3.3%,3.1%,1.6%,17.0%,3.0%,3.2%,2.3%,2019,-1.1%,18.8%
4,Opponent,82.0,19705,3177,7059,0.45,932,2633,0.354,2245,4426,0.507,1298,1718,0.756,862,2718,3580,2006,1284,1642,8584,2019,608,425
5,Opponent/G,,240.3,38.7,86.1,0.45,11.4,32.1,0.354,27.4,54.0,0.507,15.8,21.0,0.756,10.5,33.1,43.7,24.5,15.7,20.0,104.7,2019,7.4,5.2
6,Lg Rank,,30,3,3,6.0,14,14,14.0,3,3,7.0,4,6,7.0,17,3,5,13,5,23,1,2019,13,21
7,Year/Year,,-0.3%,-1.6%,1.5%,-0.014,7.1%,5.5%,0.005,-4.9%,-0.7%,-0.022,7.0%,7.2%,-0.002,2.9%,1.2%,1.6%,5.3%,1.0%,8.5%,0.5%,2019,5.4%,-0.7%
0,Team,73.0,17620,3075,6457,0.476,743,2046,0.363,2332,4411,0.529,1096,1393,0.787,636,2489,3125,1888,967,1445,7989,2020,543,376
1,Team/G,,241.4,42.1,88.5,0.476,10.2,28.0,0.363,31.9,60.4,0.529,15.0,19.1,0.787,8.7,34.1,42.8,25.9,13.2,19.8,109.4,2020,7.4,5.2
2,Lg Rank,,5,7,18,2.0,29,30,14.0,1,3,11.0,30,30,12.0,28,20,25,7,5,9,23,2020,20,11
3,Year/Year,,0.4%,1.9%,1.7%,0.001,7.1%,10.4%,-0.011,0.3%,-2.0%,0.012,-5.2%,-9.4%,0.035,-6.2%,1.1%,-0.5%,-0.3%,-3.2%,1.8%,1.3%,2020,-14.5%,4.5%
4,Opponent,73.0,17620,2883,6459,0.446,837,2455,0.341,2046,4004,0.511,1243,1577,0.788,757,2545,3302,1686,1071,1373,7846,2020,504,335
5,Opponent/G,,241.4,39.5,88.5,0.446,11.5,33.6,0.341,28.0,54.8,0.511,17.0,21.6,0.788,10.4,34.9,45.2,23.1,14.7,18.8,107.5,2020,6.9,4.6
6,Lg Rank,,5,6,15,6.0,6,13,4.0,11,14,9.0,9,9,27.0,20,16,16,6,13,30,3,2020,3,11
7,Year/Year,,0.4%,1.9%,2.8%,-0.004,0.9%,4.7%,-0.013,2.4%,1.6%,0.004,7.6%,3.1%,0.033,-1.4%,5.2%,3.6%,-5.6%,-6.3%,-6.1%,2.7%,2020,-6.9%,-11.5%
0,Team,72.0,17455,3115,6567,0.474,889,2445,0.364,2226,4122,0.54,1183,1493,0.792,648,2424,3072,1973,975,1453,8302,2021,611,460
1,Team/G,,242.4,43.3,91.2,0.474,12.3,34.0,0.364,30.9,57.3,0.54,16.4,20.7,0.792,9.0,33.7,42.7,27.4,13.5,20.2,115.3,2021,8.5,6.4
2,Lg Rank,,4,3,3,11.0,18,18,17.0,5,6,12.0,20,26,9.0,26,21,26,2,13,22,6,2021,5,1
3,Year/Year,,0.4%,2.7%,3.1%,-0.002,21.3%,21.2%,0.0,-3.2%,-5.3%,0.011,9.4%,8.7%,0.006,3.3%,-1.3%,-0.3%,6.0%,2.2%,2.0%,5.4%,2021,14.1%,24.0%
4,Opponent,72.0,17455,3076,6576,0.468,828,2265,0.366,2248,4311,0.521,1325,1695,0.782,813,2555,3368,1877,1066,1306,8305,2021,535,381
5,Opponent/G,,242.4,42.7,91.3,0.468,11.5,31.5,0.366,31.2,59.9,0.521,18.4,23.5,0.782,11.3,35.5,46.8,26.1,14.8,18.1,115.3,2021,7.4,5.3
6,Lg Rank,,4,26,26,16.0,4,2,16.0,30,30,7.0,25,26,19.0,30,21,25,28,8,26,25,2021,11,23
7,Year/Year,,0.4%,8.2%,3.2%,0.021,0.3%,-6.5%,0.025,11.4%,9.2%,0.01,8.1%,9.0%,-0.006,8.9%,1.8%,3.4%,12.9%,0.9%,-3.6%,7.3%,2021,7.6%,15.3%
0,Team,82.0,19880,3398,7338,0.463,997,2899,0.344,2401,4439,0.541,1347,1754,0.768,925,2671,3596,2081,1183,1675,9140,2022,582,457
1,Team/G,,242.4,41.4,89.5,0.463,12.2,35.4,0.344,29.3,54.1,0.541,16.4,21.4,0.768,11.3,32.6,43.9,25.4,14.4,20.4,111.5,2022,7.1,5.6
2,Lg Rank,,3,12,7,17.0,16,15,25.0,9,11,13.0,20,18,19.0,5,26,21,9,23,24,14,2022,24,4
3,Year/Year,,0.0%,-4.2%,-1.9%,-0.011,-1.5%,4.1%,-0.02,-5.3%,-5.4%,0.001,-0.0%,3.2%,-0.024,25.3%,-3.2%,2.8%,-7.4%,6.5%,1.2%,-3.3%,2022,-16.4%,-12.8%
4,Opponent,82.0,19880,3485,7212,0.483,985,2645,0.372,2500,4567,0.547,1470,1845,0.797,833,2702,3535,2058,1087,1575,9425,2022,664,401
5,Opponent/G,,242.4,42.5,88.0,0.483,12.0,32.3,0.372,30.5,55.7,0.547,17.9,22.5,0.797,10.2,33.0,43.1,25.1,13.3,19.2,114.9,2022,8.1,4.9
6,Lg Rank,,3,27,14,30.0,11,4,30.0,29,27,26.0,24,20,29.0,12,7,8,18,19,22,26,2022,24,20
7,Year/Year,,0.0%,-0.5%,-3.7%,0.015,4.5%,2.5%,0.007,-2.4%,-7.0%,0.026,-2.6%,-4.4%,0.015,-10.0%,-7.1%,-7.8%,-3.7%,-10.5%,5.9%,-0.4%,2022,9.0%,-7.6%
