,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Year,STL,BLK
5,Opponent/G,,242.7,33.0,75.2,0.439,5.9,16.1,0.368,27.1,59.1,0.459,20.9,28.1,0.744,10.7,30.5,41.2,20.3,15.6,22.9,92.9,2005,7.3,4.9
6,Lg Rank,,5,2,2,9.0,22,20,26.0,1,2,9.0,23,25,6.0,2,22,10,7,6,15,6,2005,10,16
7,Year/Year,,1.0%,0.6%,-2.1%,0.012,16.0%,10.6%,0.017,-2.2%,-5.1%,0.014,23.1%,25.9%,-0.017,0.1%,1.3%,1.0%,2.4%,-2.9%,8.2%,5.9%,2005,-8.4%,7.5%
0,Team,82.0,19780,2778,6317,0.44,477,1447,0.33,2301,4870,0.472,1658,2187,0.758,822,2539,3361,1884,1119,1903,7691,2006,558,278
1,Team/G,,241.2,33.9,77.0,0.44,5.8,17.6,0.33,28.1,59.4,0.472,20.2,26.7,0.758,10.0,31.0,41.0,23.0,13.6,23.2,93.8,2006,6.8,3.4
2,Lg Rank,,27,27,23,27.0,16,11,28.0,27,27,19.0,12,13,9.0,27,8,17,4,6,20,24,2006,20,27
3,Year/Year,,-0.6%,0.9%,-1.6%,0.011,9.7%,20.3%,-0.032,-0.7%,-6.6%,0.028,6.6%,7.3%,-0.005,-3.9%,6.4%,3.7%,6.3%,-3.9%,-4.1%,2.6%,2006,-14.2%,-9.7%
4,Opponent,82.0,19780,2730,6222,0.439,465,1336,0.348,2265,4886,0.464,1654,2232,0.741,787,2599,3386,1641,1177,1889,7579,2006,589,329
5,Opponent/G,,241.2,33.3,75.9,0.439,5.7,16.3,0.348,27.6,59.6,0.464,20.2,27.2,0.741,9.6,31.7,41.3,20.0,14.4,23.0,92.4,2006,7.2,4.0
6,Lg Rank,,27,3,3,7.0,13,16,6.0,3,5,10.0,19,20,12.0,1,27,21,11,15,14,6,2006,15,4
7,Year/Year,,-0.6%,0.7%,0.9%,-0.001,-4.1%,1.3%,-0.02,1.8%,0.8%,0.005,-3.5%,-3.1%,-0.003,-10.0%,3.8%,0.3%,-1.5%,-8.3%,0.4%,-0.5%,2006,-2.0%,-18.2%
0,Team,82.0,19880,2913,6379,0.457,609,1676,0.363,2304,4703,0.49,1566,2153,0.727,822,2525,3347,1962,1212,1869,8001,2007,499,273
1,Team/G,,242.4,35.5,77.8,0.457,7.4,20.4,0.363,28.1,57.4,0.49,19.1,26.3,0.727,10.0,30.8,40.8,23.9,14.8,22.8,97.6,2007,6.1,3.3
2,Lg Rank,,8,22,24,18.0,4,5,8.0,29,29,13.0,16,12,25.0,24,8,14,3,12,19,15,2007,30,27
3,Year/Year,,0.5%,4.9%,1.0%,0.017,27.7%,15.8%,0.034,0.1%,-3.4%,0.017,-5.5%,-1.6%,-0.031,0.0%,-0.6%,-0.4%,4.1%,8.3%,-1.8%,4.0%,2007,-10.6%,-1.8%
4,Opponent,82.0,19880,2911,6476,0.45,519,1455,0.357,2392,5021,0.476,1723,2261,0.762,867,2526,3393,1805,1188,1886,8064,2007,584,369
5,Opponent/G,,242.4,35.5,79.0,0.45,6.3,17.7,0.357,29.2,61.2,0.476,21.0,27.6,0.762,10.6,30.8,41.4,22.0,14.5,23.0,98.3,2007,7.1,4.5
6,Lg Rank,,8,10,14,9.0,18,18,16.0,6,5,9.0,23,22,26.0,12,24,18,21,22,10,13,2007,15,13
7,Year/Year,,0.5%,6.6%,4.1%,0.011,11.6%,8.9%,0.009,5.6%,2.8%,0.013,4.2%,1.3%,0.021,10.2%,-2.8%,0.2%,10.0%,0.9%,-0.2%,6.4%,2007,-0.8%,12.2%
0,Team,82.0,19830,2856,6450,0.443,498,1430,0.348,2358,5020,0.47,1647,2237,0.736,913,2520,3433,1925,1229,1855,7857,2008,521,390
1,Team/G,,241.8,34.8,78.7,0.443,6.1,17.4,0.348,28.8,61.2,0.47,20.1,27.3,0.736,11.1,30.7,41.9,23.5,15.0,22.6,95.8,2008,6.4,4.8
2,Lg Rank,,9,28,25,26.0,18,17,24.0,26,22,23.0,10,6,20.0,16,13,15,6,25,25,25,2008,24,16
3,Year/Year,,-0.3%,-2.0%,1.1%,-0.014,-18.2%,-14.7%,-0.015,2.3%,6.7%,-0.02,5.2%,3.9%,0.009,11.1%,-0.2%,2.6%,-1.9%,1.4%,-0.7%,-1.8%,2008,4.4%,42.9%
4,Opponent,82.0,19830,2982,6543,0.456,534,1448,0.369,2448,5095,0.48,1774,2311,0.768,896,2517,3413,1810,1098,1836,8272,2008,662,362
5,Opponent/G,,241.8,36.4,79.8,0.456,6.5,17.7,0.369,29.9,62.1,0.48,21.6,28.2,0.768,10.9,30.7,41.6,22.1,13.4,22.4,100.9,2008,8.1,4.4
6,Lg Rank,,9,8,10,12.0,14,11,24.0,11,13,12.0,27,27,25.0,11,14,13,17,21,7,17,2008,27,11
7,Year/Year,,-0.3%,2.4%,1.0%,0.006,2.9%,-0.5%,0.012,2.3%,1.5%,0.004,3.0%,2.2%,0.006,3.3%,-0.4%,0.6%,0.3%,-7.6%,-2.7%,2.6%,2008,13.4%,-1.9%
0,Team,82.0,19830,2925,6536,0.448,652,1735,0.376,2273,4801,0.473,1542,1980,0.779,850,2415,3265,1636,1075,1838,8044,2009,559,391
1,Team/G,,241.8,35.7,79.7,0.448,8.0,21.2,0.376,27.7,58.5,0.473,18.8,24.1,0.779,10.4,29.5,39.8,20.0,13.1,22.4,98.1,2009,6.8,4.8
2,Lg Rank,,11,27,18,24.0,4,3,9.0,29,28,25.0,14,17,12.0,23,20,25,26,9,24,20,2009,24,15
3,Year/Year,,0.0%,2.4%,1.3%,0.005,30.9%,21.3%,0.028,-3.6%,-4.4%,0.004,-6.4%,-11.5%,0.043,-6.9%,-4.2%,-4.9%,-15.0%,-12.5%,-0.9%,2.4%,2009,7.3%,0.3%
4,Opponent,82.0,19830,2953,6385,0.462,600,1536,0.391,2353,4849,0.485,1738,2281,0.762,872,2523,3395,1793,1103,1680,8244,2009,567,393
5,Opponent/G,,241.8,36.0,77.9,0.462,7.3,18.7,0.391,28.7,59.1,0.485,21.2,27.8,0.762,10.6,30.8,41.4,21.9,13.5,20.5,100.5,2009,6.9,4.8
6,Lg Rank,,11,10,7,19.0,26,22,29.0,7,5,17.0,25,26,10.0,10,19,18,23,20,18,17,2009,10,15
7,Year/Year,,0.0%,-1.0%,-2.4%,0.007,12.4%,6.1%,0.022,-3.9%,-4.8%,0.005,-2.0%,-1.3%,-0.006,-2.7%,0.2%,-0.5%,-0.9%,0.5%,-8.5%,-0.3%,2009,-14.4%,8.6%
0,Team,82.0,19780,2813,6554,0.429,377,1185,0.318,2436,5369,0.454,1572,2015,0.78,897,2358,3255,1540,1182,1643,7575,2010,573,393
1,Team/G,,241.2,34.3,79.9,0.429,4.6,14.5,0.318,29.7,65.5,0.454,19.2,24.6,0.78,10.9,28.8,39.7,18.8,14.4,20.0,92.4,2010,7.0,4.8
2,Lg Rank,,17,30,24,30.0,27,27,29.0,25,9,30.0,11,15,6.0,16,29,28,30,16,10,30,2010,20,19
3,Year/Year,,-0.3%,-3.8%,0.3%,-0.018,-42.2%,-31.7%,-0.058,7.2%,11.8%,-0.02,1.9%,1.8%,0.001,5.5%,-2.4%,-0.3%,-5.9%,10.0%,-10.6%,-5.8%,2010,2.5%,0.5%
4,Opponent,82.0,19780,3172,6593,0.481,468,1278,0.366,2704,5315,0.509,1511,2021,0.748,925,2683,3608,1960,1149,1647,8323,2010,638,421
5,Opponent/G,,241.2,38.7,80.4,0.481,5.7,15.6,0.366,33.0,64.8,0.509,18.4,24.6,0.748,11.3,32.7,44.0,23.9,14.0,20.1,101.5,2010,7.8,5.1
6,Lg Rank,,17,20,9,27.0,3,3,27.0,24,22,24.0,15,18,6.0,22,26,27,28,19,23,17,2010,25,21
7,Year/Year,,-0.3%,7.4%,3.3%,0.019,-22.0%,-16.8%,-0.024,14.9%,9.6%,0.023,-13.1%,-11.4%,-0.014,6.1%,6.3%,6.3%,9.3%,4.2%,-2.0%,1.0%,2010,12.5%,7.1%
0,Team,82.0,20005,2918,6638,0.44,459,1337,0.343,2459,5301,0.464,1427,1881,0.759,909,2440,3349,1723,1152,1807,7722,2011,458,384
1,Team/G,,244.0,35.6,81.0,0.44,5.6,16.3,0.343,30.0,64.6,0.464,17.4,22.9,0.759,11.1,29.8,40.8,21.0,14.0,22.0,94.2,2011,5.6,4.7
2,Lg Rank,,1,27,15,28.0,21,20,22.0,23,9,27.0,25,23,19.0,14,23,17,19,14,25,28,2011,30,16
3,Year/Year,,1.1%,3.7%,1.3%,0.01,21.8%,12.8%,0.025,0.9%,-1.3%,0.01,-9.2%,-6.7%,-0.022,1.3%,3.5%,2.9%,11.9%,-2.5%,10.0%,1.9%,2011,-20.1%,-2.3%
4,Opponent,82.0,20005,3069,6602,0.465,507,1393,0.364,2562,5209,0.492,1589,2115,0.751,849,2575,3424,1824,1010,1638,8234,2011,561,375
5,Opponent/G,,244.0,37.4,80.5,0.465,6.2,17.0,0.364,31.2,63.5,0.492,19.4,25.8,0.751,10.4,31.4,41.8,22.2,12.3,20.0,100.4,2011,6.8,4.6
6,Lg Rank,,1,16,12,19.0,10,10,19.0,17,18,17.0,21,22,6.0,7,21,20,21,30,25,15,2011,4,13
7,Year/Year,,1.1%,-3.2%,0.1%,-0.016,8.3%,9.0%,-0.002,-5.3%,-2.0%,-0.017,5.2%,4.7%,0.004,-8.2%,-4.0%,-5.1%,-6.9%,-12.1%,-0.5%,-1.1%,2011,-12.1%,-10.9%
0,Team,66.0,15890,2262,5320,0.425,507,1481,0.342,1755,3839,0.457,1113,1433,0.777,783,1879,2662,1311,995,1268,6144,2012,493,260
1,Team/G,,240.8,34.3,80.6,0.425,7.7,22.4,0.342,26.6,58.2,0.457,16.9,21.7,0.777,11.9,28.5,40.3,19.9,15.1,19.2,93.1,2012,7.5,3.9
2,Lg Rank,,26,28,21,28.0,6,3,18.0,29,28,27.0,13,16,6.0,11,30,26,22,19,12,24,2012,19,30
3,Year/Year,,-1.3%,-3.7%,-0.4%,-0.014,37.2%,37.6%,-0.001,-11.3%,-10.0%,-0.007,-3.1%,-5.3%,0.018,7.0%,-4.3%,-1.2%,-5.5%,7.3%,-12.8%,-1.1%,2012,33.7%,-15.9%
4,Opponent,66.0,15890,2501,5294,0.472,431,1151,0.374,2070,4143,0.5,1106,1494,0.74,780,2032,2812,1539,943,1274,6539,2012,525,330
5,Opponent/G,,240.8,37.9,80.2,0.472,6.5,17.4,0.374,31.4,62.8,0.5,16.8,22.6,0.74,11.8,30.8,42.6,23.3,14.3,19.3,99.1,2012,8.0,5.0
6,Lg Rank,,26,23,10,28.0,18,9,29.0,23,15,28.0,14,18,5.0,22,14,19,29,18,19,24,2012,22,16
7,Year/Year,,-1.3%,1.2%,-0.4%,0.008,5.6%,2.7%,0.01,0.4%,-1.2%,0.008,-13.5%,-12.2%,-0.011,14.1%,-2.0%,2.0%,4.8%,16.0%,-3.4%,-1.3%,2012,16.3%,9.3%
0,Team,82.0,19855,2942,6544,0.45,628,1760,0.357,2314,4784,0.484,1432,1958,0.731,1047,2460,3507,1668,1206,1500,7944,2013,599,391
1,Team/G,,242.1,35.9,79.8,0.45,7.7,21.5,0.357,28.2,58.3,0.484,17.5,23.9,0.731,12.8,30.0,42.8,20.3,14.7,18.3,96.9,2013,7.3,4.8
2,Lg Rank,,7,26,27,13.0,9,8,17.0,28,25,13.0,11,7,24.0,5,21,10,27,17,4,17,2013,19,18
3,Year/Year,,0.6%,4.7%,-1.0%,0.024,-0.3%,-4.3%,0.014,6.1%,0.3%,0.027,3.6%,10.0%,-0.045,7.6%,5.4%,6.0%,2.4%,-2.4%,-4.8%,4.1%,2013,-2.2%,21.0%
4,Opponent,82.0,19855,3066,6614,0.464,518,1415,0.366,2548,5199,0.49,1148,1571,0.731,878,2336,3214,1756,1102,1751,7798,2013,614,390
5,Opponent/G,,242.1,37.4,80.7,0.464,6.3,17.3,0.366,31.1,63.4,0.49,14.0,19.2,0.731,10.7,28.5,39.2,21.4,13.4,21.4,95.1,2013,7.5,4.8
6,Lg Rank,,7,16,9,23.0,4,3,21.0,23,21,20.0,1,1,1.0,7,2,3,8,26,5,6,2013,9,12
7,Year/Year,,0.6%,-1.3%,0.6%,-0.009,-3.3%,-1.1%,-0.008,-0.9%,1.0%,-0.01,-16.5%,-15.4%,-0.01,-9.4%,-7.5%,-8.0%,-8.2%,-5.9%,10.6%,-4.0%,2013,-5.9%,-4.9%
0,Team,82.0,19880,2931,6391,0.459,709,1922,0.369,2222,4469,0.497,1508,2002,0.753,721,2407,3128,1714,1191,1777,8079,2014,705,311
1,Team/G,,242.4,35.7,77.9,0.459,8.6,23.4,0.369,27.1,54.5,0.497,18.4,24.4,0.753,8.8,29.4,38.1,20.9,14.5,21.7,98.5,2014,8.6,3.8
2,Lg Rank,,7,29,29,12.0,10,10,11.0,30,28,9.0,10,10,18.0,28,28,29,24,12,21,21,2014,4,28
3,Year/Year,,0.1%,-0.4%,-2.3%,0.009,12.9%,9.2%,0.012,-4.0%,-6.6%,0.014,5.3%,2.2%,0.022,-31.1%,-2.2%,-10.8%,2.8%,-1.2%,18.5%,1.7%,2014,17.7%,-20.5%
4,Opponent,82.0,19880,2980,6511,0.458,662,1802,0.367,2318,4709,0.492,1539,2026,0.76,921,2594,3515,1723,1296,1704,8161,2014,608,337
5,Opponent/G,,242.4,36.3,79.4,0.458,8.1,22.0,0.367,28.3,57.4,0.492,18.8,24.7,0.76,11.2,31.6,42.9,21.0,15.8,20.8,99.5,2014,7.4,4.1
6,Lg Rank,,7,7,4,17.0,17,17,23.0,6,3,17.0,21,21,19.0,21,13,18,11,6,11,11,2014,10,9
7,Year/Year,,0.1%,-2.8%,-1.6%,-0.006,27.8%,27.3%,0.001,-9.0%,-9.4%,0.002,34.1%,29.0%,0.029,4.9%,11.0%,9.4%,-1.9%,17.6%,-2.7%,4.7%,2014,-1.0%,-13.6%
0,Team,82.0,19930,3069,6804,0.451,541,1633,0.331,2528,5171,0.489,1359,1817,0.748,846,2627,3473,1716,1133,1579,8038,2015,576,340
1,Team/G,,243.0,37.4,83.0,0.451,6.6,19.9,0.331,30.8,63.1,0.489,16.6,22.2,0.748,10.3,32.0,42.4,20.9,13.8,19.3,98.0,2015,7.0,4.1
2,Lg Rank,,3,18,17,16.0,24,20,26.0,9,12,12.0,18,18,20.0,24,17,22,20,10,11,21,2015,23,25
3,Year/Year,,0.3%,4.7%,6.5%,-0.008,-23.7%,-15.0%,-0.038,13.8%,15.7%,-0.008,-9.9%,-9.2%,-0.005,17.3%,9.1%,11.0%,0.1%,-4.9%,-11.1%,-0.5%,2015,-18.3%,9.3%
4,Opponent,82.0,19930,3150,6913,0.456,696,1944,0.358,2454,4969,0.494,1278,1748,0.731,937,2699,3636,1944,1137,1641,8274,2015,643,372
5,Opponent/G,,243.0,38.4,84.3,0.456,8.5,23.7,0.358,29.9,60.6,0.494,15.6,21.3,0.731,11.4,32.9,44.3,23.7,13.9,20.0,100.9,2015,7.8,4.5
6,Lg Rank,,3,26,20,22.0,25,24,23.0,16,14,22.0,4,9,2.0,21,19,23,27,20,18,18,2015,17,11
7,Year/Year,,0.3%,5.7%,6.2%,-0.002,5.1%,7.9%,-0.009,5.9%,5.5%,0.002,-17.0%,-13.7%,-0.029,1.7%,4.0%,3.4%,12.8%,-12.3%,-3.7%,1.4%,2015,5.8%,10.4%
0,Team,82.0,19755,3136,6920,0.453,531,1508,0.352,2605,5412,0.481,1286,1699,0.757,863,2614,3477,1829,1212,1476,8089,2016,627,332
1,Team/G,,240.9,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66.0,0.481,15.7,20.7,0.757,10.5,31.9,42.4,22.3,14.8,18.0,98.6,2016,7.6,4.0
2,Lg Rank,,26,17,17,13.0,26,27,13.0,8,3,22.0,27,27,18.0,14,25,23,15,19,2,26,2016,19,25
3,Year/Year,,-0.9%,2.2%,1.7%,0.002,-1.8%,-7.7%,0.021,3.0%,4.7%,-0.008,-5.4%,-6.5%,0.009,2.0%,-0.5%,0.1%,6.6%,7.0%,-6.5%,0.6%,2016,8.9%,-2.4%
4,Opponent,82.0,19755,3345,6984,0.479,775,2100,0.369,2570,4884,0.526,1227,1608,0.763,840,2719,3559,2006,1162,1510,8692,2016,720,430
5,Opponent/G,,240.9,40.8,85.2,0.479,9.5,25.6,0.369,31.3,59.6,0.526,15.0,19.6,0.763,10.2,33.2,43.4,24.5,14.2,18.4,106.0,2016,8.8,5.2
6,Lg Rank,,26,30,22,30.0,27,25,24.0,26,14,30.0,2,1,22.0,14,14,12,27,16,28,24,2016,27,18
7,Year/Year,,-0.9%,6.2%,1.0%,0.023,11.4%,8.0%,0.011,4.7%,-1.7%,0.032,-4.0%,-8.0%,0.032,-10.4%,0.7%,-2.1%,3.2%,2.2%,-8.0%,5.1%,2016,12.0%,15.6%
0,Team,82.0,19755,3102,6987,0.444,877,2591,0.338,2225,4396,0.506,1592,2020,0.788,721,2879,3600,1756,1356,1726,8673,2017,593,387
1,Team/G,,240.9,37.8,85.2,0.444,10.7,31.6,0.338,27.1,53.6,0.506,19.4,24.6,0.788,8.8,35.1,43.9,21.4,16.5,21.0,105.8,2017,7.2,4.7
2,Lg Rank,,25,25,17,24.0,6,4,26.0,25,25,11.0,4,7,9.0,26,1,10,20,29,25,12,2017,21,18
3,Year/Year,,0.0%,-1.1%,1.0%,-0.009,65.2%,71.8%,-0.014,-14.6%,-18.8%,0.025,23.8%,18.9%,0.031,-16.5%,10.1%,3.5%,-4.0%,11.9%,16.9%,7.2%,2017,-5.4%,16.6%
4,Opponent,82.0,19755,3414,7449,0.458,816,2232,0.366,2598,5217,0.498,1581,2049,0.772,902,2965,3867,1888,1092,1671,9225,2017,780,457
5,Opponent/G,,240.9,41.6,90.8,0.458,10.0,27.2,0.366,31.7,63.6,0.498,19.3,25.0,0.772,11.0,36.2,47.2,23.0,13.3,20.4,112.5,2017,9.5,5.6
6,Lg Rank,,25,29,30,18.0,20,17,22.0,29,30,10.0,26,26,15.0,27,29,29,16,21,9,29,2017,30,30
7,Year/Year,,0.0%,2.1%,6.7%,-0.021,5.3%,6.3%,-0.003,1.1%,6.8%,-0.028,28.9%,27.4%,0.009,7.4%,9.0%,8.7%,-5.9%,-6.0%,10.7%,6.1%,2017,8.3%,6.3%
0,Team,82.0,19855,3136,7114,0.441,1041,2924,0.356,2095,4190,0.5,1428,1850,0.772,792,2852,3644,1941,1245,1688,8741,2018,512,390
1,Team/G,,242.1,38.2,86.8,0.441,12.7,35.7,0.356,25.5,51.1,0.5,17.4,22.6,0.772,9.7,34.8,44.4,23.7,15.2,20.6,106.6,2018,6.2,4.8
2,Lg Rank,,5,27,10,29.0,2,2,20.0,29,29,19.0,8,11,14.0,15,9,9,9,25,23,14,2018,30,16
3,Year/Year,,0.5%,1.1%,1.8%,-0.003,18.7%,12.9%,0.018,-5.8%,-4.7%,-0.006,-10.3%,-8.4%,-0.016,9.8%,-0.9%,1.2%,10.5%,-8.2%,-2.2%,0.8%,2018,-13.7%,0.8%
4,Opponent,82.0,19855,3418,7334,0.466,741,2010,0.369,2677,5324,0.503,1471,1921,0.766,853,2981,3834,1782,1015,1615,9048,2018,630,450
5,Opponent/G,,242.1,41.7,89.4,0.466,9.0,24.5,0.369,32.6,64.9,0.503,17.9,23.4,0.766,10.4,36.4,46.8,21.7,12.4,19.7,110.3,2018,7.7,5.5
6,Lg Rank,,5,27,27,19.0,2,1,23.0,30,30,9.0,23,24,14.0,25,28,30,5,30,19,28,2018,15,27
7,Year/Year,,0.5%,0.1%,-1.5%,0.008,-9.2%,-9.9%,0.003,3.0%,2.1%,0.005,-7.0%,-6.2%,-0.006,-5.4%,0.5%,-0.9%,-5.6%,-7.1%,-3.4%,-1.9%,2018,-19.2%,-1.5%
0,Team,82.0,19980,3301,7358,0.449,1047,2965,0.353,2254,4393,0.513,1555,2088,0.745,900,2919,3819,1954,1236,1763,9204,2019,539,339
1,Team/G,,243.7,40.3,89.7,0.449,12.8,36.2,0.353,27.5,53.6,0.513,19.0,25.5,0.745,11.0,35.6,46.6,23.8,15.1,21.5,112.2,2019,6.6,4.1
2,Lg Rank,,1,20,14,25.0,5,5,14.0,27,25,17.0,6,4,24.0,10,10,7,21,26,23,15,2019,27,28
3,Year/Year,,0.6%,5.3%,3.4%,0.008,0.6%,1.4%,-0.003,7.6%,4.8%,0.013,8.9%,12.9%,-0.027,13.6%,2.3%,4.8%,0.7%,-0.7%,4.4%,5.3%,2019,5.3%,-13.1%
4,Opponent,82.0,19980,3460,7581,0.456,848,2486,0.341,2612,5095,0.513,1442,1872,0.77,902,2889,3791,1944,1104,1807,9210,2019,638,432
5,Opponent/G,,243.7,42.2,92.5,0.456,10.3,30.3,0.341,31.9,62.1,0.513,17.6,22.8,0.77,11.0,35.2,46.2,23.7,13.5,22.0,112.3,2019,7.8,5.3
6,Lg Rank,,1,23,27,12.0,5,9,3.0,30,30,11.0,16,16,22.0,24,18,24,10,20,7,18,2019,22,22
7,Year/Year,,0.6%,1.2%,3.4%,-0.01,14.4%,23.7%,-0.028,-2.4%,-4.3%,0.01,-2.0%,-2.6%,0.005,5.7%,-3.1%,-1.1%,9.1%,8.8%,11.9%,1.8%,2019,1.3%,-4.0%
0,Team,72.0,17480,2908,6498,0.448,941,2746,0.343,1967,3752,0.524,1291,1732,0.745,766,2683,3449,1761,1099,1510,8048,2020,464,323
1,Team/G,,242.8,40.4,90.3,0.448,13.1,38.1,0.343,27.3,52.1,0.524,17.9,24.1,0.745,10.6,37.3,47.9,24.5,15.3,21.0,111.8,2020,6.4,4.5
2,Lg Rank,,11,19,10,24.0,9,5,26.0,23,22,15.0,15,9,25.0,9,2,2,15,24,16,16,2020,27,23
3,Year/Year,,-0.4%,0.3%,0.6%,-0.001,2.4%,5.5%,-0.01,-0.6%,-2.7%,0.011,-5.4%,-5.5%,0.001,-3.1%,4.7%,2.9%,2.6%,1.3%,-2.5%,-0.4%,2020,-2.0%,8.5%
4,Opponent,72.0,17480,2981,6688,0.446,877,2505,0.35,2104,4183,0.503,1250,1625,0.769,766,2541,3307,1630,919,1521,8089,2020,554,379
5,Opponent/G,,242.8,41.4,92.9,0.446,12.2,34.8,0.35,29.2,58.1,0.503,17.4,22.6,0.769,10.6,35.3,45.9,22.6,12.8,21.1,112.3,2020,7.7,5.3
6,Lg Rank,,11,18,29,5.0,13,18,9.0,17,29,5.0,12,13,13.0,24,20,22,3,28,10,19,2020,16,21
7,Year/Year,,-0.4%,-1.9%,0.5%,-0.011,17.8%,14.8%,0.009,-8.3%,-6.5%,-0.01,-1.3%,-1.1%,-0.001,-3.3%,0.2%,-0.7%,-4.5%,-5.2%,-4.1%,0.0%,2020,-1.1%,-0.1%
0,Team,72.0,17405,3106,6289,0.494,1020,2600,0.392,2086,3689,0.565,1305,1623,0.804,640,2559,3199,1929,975,1371,8537,2021,484,379
1,Team/G,,241.7,43.1,87.3,0.494,14.2,36.1,0.392,29.0,51.2,0.565,18.1,22.5,0.804,8.9,35.5,44.4,26.8,13.5,19.0,118.6,2021,6.7,5.3
2,Lg Rank,,11,6,21,1.0,7,12,2.0,13,22,1.0,5,8,6.0,27,5,14,7,13,13,2,2021,27,7
3,Year/Year,,-0.4%,6.8%,-3.2%,0.046,8.4%,-5.3%,0.05,6.0%,-1.7%,0.041,1.1%,-6.3%,0.059,-16.4%,-4.6%,-7.2%,9.5%,-11.3%,-9.2%,6.1%,2021,4.3%,17.3%
4,Opponent,72.0,17405,3017,6573,0.459,951,2607,0.365,2066,3966,0.521,1228,1584,0.775,753,2348,3101,1729,908,1361,8213,2021,550,330
5,Opponent/G,,241.7,41.9,91.3,0.459,13.2,36.2,0.365,28.7,55.1,0.521,17.1,22.0,0.775,10.5,32.6,43.1,24.0,12.6,18.9,114.1,2021,7.6,4.6
6,Lg Rank,,11,20,25,7.0,22,23,14.0,16,22,6.0,16,14,11.0,26,3,12,8,26,18,21,2021,16,9
7,Year/Year,,-0.4%,1.2%,-1.7%,0.013,8.4%,4.1%,0.015,-1.8%,-5.2%,0.018,-1.8%,-2.5%,0.006,-1.7%,-7.6%,-6.2%,6.1%,-1.2%,-10.5%,1.5%,2021,-0.7%,-12.9%
0,Team,82.0,19755,3442,7251,0.475,940,2602,0.361,2502,4649,0.538,1434,1781,0.805,844,2796,3640,2071,1153,1670,9258,2022,582,448
1,Team/G,,240.9,42.0,88.4,0.475,11.5,31.7,0.361,30.5,56.7,0.538,17.5,21.7,0.805,10.3,34.1,44.4,25.3,14.1,20.4,112.9,2022,7.1,5.5
2,Lg Rank,,19,5,12,4.0,24,28,10.0,5,6,15.0,10,14,6.0,14,15,13,10,17,22,9,2022,24,5
3,Year/Year,,-0.3%,-2.7%,1.2%,-0.019,-19.1%,-12.1%,-0.031,5.3%,10.7%,-0.027,-3.5%,-3.6%,0.001,15.8%,-4.1%,-0.1%,-5.7%,3.8%,7.0%,-4.8%,2022,5.6%,3.8%
4,Opponent,82.0,19755,3340,7395,0.452,1026,2974,0.345,2314,4421,0.523,1488,1888,0.788,926,2690,3616,1954,1088,1616,9194,2022,650,403
5,Opponent/G,,240.9,40.7,90.2,0.452,12.5,36.3,0.345,28.2,53.9,0.523,18.1,23.0,0.788,11.3,32.8,44.1,23.8,13.3,19.7,112.1,2022,7.9,4.9
6,Lg Rank,,19,15,24,7.0,17,22,8.0,16,19,9.0,26,25,25.0,27,6,15,9,18,16,18,2022,22,21
7,Year/Year,,-0.3%,-2.8%,-1.2%,-0.007,-5.3%,0.2%,-0.02,-1.7%,-2.1%,0.002,6.4%,4.7%,0.013,8.0%,0.6%,2.4%,-0.8%,5.2%,4.3%,-1.7%,2022,3.8%,7.2%
0,Team,82.0,19730,3399,6978,0.487,1048,2771,0.378,2351,4207,0.559,1449,1811,0.8,674,2648,3322,2093,1127,1730,9295,2023,585,506
1,Team/G,,240.6,41.5,85.1,0.487,12.8,33.8,0.378,28.7,51.3,0.559,17.7,22.1,0.8,8.2,32.3,40.5,25.5,13.7,21.1,113.4,2023,7.1,6.2
2,Lg Rank,,29,21,28,7.0,9,13,5.0,20,22,10.0,19,25,7.0,29,20,29,13,14,25,20,2023,16,1
3,Year/Year,,-0.1%,-1.2%,-3.8%,0.012,11.5%,6.5%,0.017,-6.0%,-9.5%,0.021,1.0%,1.7%,-0.005,-20.1%,-5.3%,-8.7%,1.1%,-2.3%,3.6%,0.4%,2023,0.5%,12.9%
4,Opponent,82.0,19730,3360,7257,0.463,968,2640,0.367,2392,4617,0.518,1537,2003,0.767,943,2758,3701,1916,1126,1517,9225,2023,575,317
5,Opponent/G,,240.6,41.0,88.5,0.463,11.8,32.2,0.367,29.2,56.3,0.518,18.7,24.4,0.767,11.5,33.6,45.1,23.4,13.7,18.5,112.5,2023,7.0,3.9
6,Lg Rank,,29,10,17,4.0,7,4,21.0,13,23,2.0,19,23,2.0,28,22,27,4,18,28,10,2023,11,3
7,Year/Year,,-0.1%,0.6%,-1.9%,0.011,-5.7%,-11.2%,0.022,3.4%,4.4%,-0.005,3.3%,6.1%,-0.021,1.8%,2.5%,2.4%,-1.9%,3.5%,-6.1%,0.3%,2023,-11.5%,-21.3%
