,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Year,STL,BLK
7,Year/Year,,0.0%,12.0%,9.4%,0.01,-10.5%,-6.9%,-0.014,16.1%,13.2%,0.012,-16.9%,-13.6%,-0.029,22.6%,0.9%,6.6%,9.5%,-0.4%,5.9%,4.0%,2004,-10.5%,-11.0%
0,Team,82.0,19755,3038,6615,0.459,320,940,0.34,2718,5675,0.479,1765,2313,0.763,967,2473,3440,1958,1224,1878,8161,2005,750,489
1,Team/G,,240.9,37.0,80.7,0.459,3.9,11.5,0.34,33.1,69.2,0.479,21.5,28.2,0.763,11.8,30.2,42.0,23.9,14.9,22.9,99.5,2005,9.1,6.0
2,Lg Rank,,24,7,14,5.0,24,24,26.0,1,6,7.0,6,6,15.0,19,12,16,2,22,17,8,2005,2,4
3,Year/Year,,0.1%,1.5%,-2.2%,0.017,-3.3%,-4.6%,0.004,2.1%,-1.8%,0.018,6.6%,7.1%,-0.003,-10.7%,3.6%,-0.9%,9.1%,-4.2%,4.1%,2.4%,2005,0.7%,-6.0%
4,Opponent,82.0,19755,2950,6606,0.447,463,1342,0.345,2487,5264,0.472,1632,2189,0.746,975,2441,3416,1778,1342,1960,7995,2005,636,458
5,Opponent/G,,240.9,36.0,80.6,0.447,5.6,16.4,0.345,30.3,64.2,0.472,19.9,26.7,0.746,11.9,29.8,41.7,21.7,16.4,23.9,97.5,2005,7.8,5.6
6,Lg Rank,,24,16,15,15.0,15,21,9.0,15,11,17.0,18,20,9.0,16,15,15,20,2,4,17,2005,22,27
7,Year/Year,,0.1%,-2.3%,-0.8%,-0.007,23.1%,27.1%,-0.011,-5.9%,-6.1%,0.001,11.0%,8.4%,0.018,-7.7%,-1.0%,-3.0%,-7.9%,-4.1%,3.4%,1.4%,2005,-4.2%,-4.4%
0,Team,82.0,19930,3078,6672,0.461,350,1076,0.325,2728,5596,0.487,1721,2312,0.744,903,2486,3389,1921,1216,1863,8227,2006,698,463
1,Team/G,,243.0,37.5,81.4,0.461,4.3,13.1,0.325,33.3,68.2,0.487,21.0,28.2,0.744,11.0,30.3,41.3,23.4,14.8,22.7,100.3,2006,8.5,5.6
2,Lg Rank,,3,2,6,8.0,24,22,30.0,1,2,5.0,6,7,16.0,15,11,14,3,23,13,5,2006,2,7
3,Year/Year,,0.9%,1.3%,0.9%,0.002,9.4%,14.5%,-0.015,0.4%,-1.4%,0.009,-2.5%,-0.0%,-0.019,-6.6%,0.5%,-1.5%,-1.9%,-0.7%,-0.8%,0.8%,2006,-6.9%,-5.3%
4,Opponent,82.0,19930,3070,6764,0.454,530,1480,0.358,2540,5284,0.481,1538,2090,0.736,965,2469,3434,1959,1323,1911,8208,2006,586,436
5,Opponent/G,,243.0,37.4,82.5,0.454,6.5,18.0,0.358,31.0,64.4,0.481,18.8,25.5,0.736,11.8,30.1,41.9,23.9,16.1,23.3,100.1,2006,7.1,5.3
6,Lg Rank,,3,25,29,15.0,26,28,17.0,21,24,19.0,11,11,6.0,22,18,23,29,3,10,23,2006,14,26
7,Year/Year,,0.9%,4.1%,2.4%,0.007,14.5%,10.3%,0.013,2.1%,0.4%,0.008,-5.8%,-4.5%,-0.01,-1.0%,1.1%,0.5%,10.2%,-1.4%,-2.5%,2.7%,2006,-7.9%,-4.8%
0,Team,82.0,19780,3164,6805,0.465,484,1440,0.336,2680,5365,0.5,1827,2449,0.746,1001,2558,3559,1920,1352,1756,8639,2007,678,435
1,Team/G,,241.2,38.6,83.0,0.465,5.9,17.6,0.336,32.7,65.4,0.5,22.3,29.9,0.746,12.2,31.2,43.4,23.4,16.5,21.4,105.4,2007,8.3,5.3
2,Lg Rank,,22,3,4,7.0,16,13,28.0,2,7,7.0,5,3,19.0,5,5,3,5,28,9,3,2007,2,8
3,Year/Year,,-0.8%,2.8%,2.0%,0.004,38.3%,33.8%,0.011,-1.8%,-4.1%,0.012,6.2%,5.9%,0.002,10.9%,2.9%,5.0%,-0.1%,11.2%,-5.7%,5.0%,2007,-2.9%,-6.0%
4,Opponent,82.0,19780,3257,7088,0.46,554,1569,0.353,2703,5519,0.49,1438,1945,0.739,1006,2461,3467,2010,1343,1946,8506,2007,680,424
5,Opponent/G,,241.2,39.7,86.4,0.46,6.8,19.1,0.353,33.0,67.3,0.49,17.5,23.7,0.739,12.3,30.0,42.3,24.5,16.4,23.7,103.7,2007,8.3,5.2
6,Lg Rank,,22,29,30,15.0,23,27,10.0,28,29,19.0,3,6,4.0,27,14,23,27,3,4,26,2007,28,24
7,Year/Year,,-0.8%,6.1%,4.8%,0.006,4.5%,6.0%,-0.005,6.4%,4.4%,0.009,-6.5%,-6.9%,0.003,4.2%,-0.3%,1.0%,2.6%,1.5%,1.8%,3.6%,2007,16.0%,-2.8%
0,Team,82.0,19855,3307,7038,0.47,569,1605,0.355,2738,5433,0.504,1891,2519,0.751,918,2698,3616,2024,1203,1731,9074,2008,752,551
1,Team/G,,242.1,40.3,85.8,0.47,6.9,19.6,0.355,33.4,66.3,0.504,23.1,30.7,0.751,11.2,32.9,44.1,24.7,14.7,21.1,110.7,2008,9.2,6.7
2,Lg Rank,,5,3,2,6.0,13,11,19.0,4,7,7.0,1,1,19.0,15,2,5,3,21,17,2,2008,1,1
3,Year/Year,,0.4%,4.5%,3.4%,0.005,17.6%,11.5%,0.018,2.2%,1.3%,0.004,3.5%,2.9%,0.005,-8.3%,5.5%,1.6%,5.4%,-11.0%,-1.4%,5.0%,2008,10.9%,26.7%
4,Opponent,82.0,19855,3334,7303,0.457,621,1710,0.363,2713,5593,0.485,1481,2028,0.73,1042,2680,3722,2107,1343,1950,8770,2008,644,393
5,Opponent/G,,242.1,40.7,89.1,0.457,7.6,20.9,0.363,33.1,68.2,0.485,18.1,24.7,0.73,12.7,32.7,45.4,25.7,16.4,23.8,107.0,2008,7.9,4.8
6,Lg Rank,,5,28,29,14.0,29,29,17.0,28,29,15.0,11,13,1.0,28,27,28,30,2,1,29,2008,23,17
7,Year/Year,,0.4%,2.4%,3.0%,-0.003,12.1%,9.0%,0.01,0.4%,1.3%,-0.005,3.0%,4.3%,-0.009,3.6%,8.9%,7.4%,4.8%,0.0%,0.2%,3.1%,2008,-5.3%,-7.3%
0,Team,82.0,19730,3058,6510,0.47,548,1477,0.371,2510,5033,0.499,1891,2487,0.76,905,2507,3412,1820,1257,1874,8555,2009,710,492
1,Team/G,,240.6,37.3,79.4,0.47,6.7,18.0,0.371,30.6,61.4,0.499,23.1,30.3,0.76,11.0,30.6,41.6,22.2,15.3,22.9,104.3,2009,8.7,6.0
2,Lg Rank,,27,10,22,5.0,16,17,13.0,14,18,5.0,2,1,20.0,15,12,15,6,25,26,6,2009,3,2
3,Year/Year,,-0.6%,-7.5%,-7.5%,-0.0,-3.7%,-8.0%,0.017,-8.3%,-7.4%,-0.005,0.0%,-1.3%,0.01,-1.4%,-7.1%,-5.6%,-10.1%,4.5%,8.3%,-5.7%,2009,-5.6%,-10.7%
4,Opponent,82.0,19730,2966,6738,0.44,601,1643,0.366,2365,5095,0.464,1742,2228,0.782,991,2391,3382,1756,1265,1944,8275,2009,648,447
5,Opponent/G,,240.6,36.2,82.2,0.44,7.3,20.0,0.366,28.8,62.1,0.464,21.2,27.2,0.782,12.1,29.2,41.2,21.4,15.4,23.7,100.9,2009,7.9,5.5
6,Lg Rank,,27,11,18,4.0,27,27,15.0,8,13,4.0,26,24,24.0,26,7,16,19,5,2,18,2009,24,27
7,Year/Year,,-0.6%,-11.0%,-7.7%,-0.016,-3.2%,-3.9%,0.003,-12.8%,-8.9%,-0.021,17.6%,9.9%,0.052,-4.9%,-10.8%,-9.1%,-16.7%,-5.8%,-0.3%,-5.6%,2009,0.6%,13.7%
0,Team,82.0,19780,3124,6678,0.468,544,1517,0.359,2580,5161,0.5,1937,2508,0.772,889,2505,3394,1719,1136,1844,8729,2010,683,417
1,Team/G,,241.2,38.1,81.4,0.468,6.6,18.5,0.359,31.5,62.9,0.5,23.6,30.6,0.772,10.8,30.5,41.4,21.0,13.9,22.5,106.5,2010,8.3,5.1
2,Lg Rank,,17,13,17,10.0,12,12,10.0,16,18,9.0,1,1,9.0,17,16,20,18,11,27,3,2010,3,13
3,Year/Year,,0.3%,2.2%,2.6%,-0.002,-0.7%,2.7%,-0.012,2.8%,2.5%,0.001,2.4%,0.8%,0.012,-1.8%,-0.1%,-0.5%,-5.5%,-9.6%,-1.6%,2.0%,2010,-3.8%,-15.2%
4,Opponent,82.0,19780,3088,6766,0.456,523,1498,0.349,2565,5268,0.487,1695,2207,0.768,955,2513,3468,1723,1235,1943,8394,2010,578,438
5,Opponent/G,,241.2,37.7,82.5,0.456,6.4,18.3,0.349,31.3,64.2,0.487,20.7,26.9,0.768,11.6,30.6,42.3,21.0,15.1,23.7,102.4,2010,7.0,5.3
6,Lg Rank,,17,16,17,14.0,13,14,13.0,15,17,14.0,27,26,27.0,26,17,20,18,7,1,20,2010,13,23
7,Year/Year,,0.3%,4.1%,0.4%,0.016,-13.0%,-8.8%,-0.017,8.5%,3.4%,0.023,-2.7%,-0.9%,-0.014,-3.6%,5.1%,2.5%,-1.9%,-2.4%,-0.1%,1.4%,2010,-10.8%,-2.0%
0,Team,82.0,19705,3145,6613,0.476,662,1704,0.388,2483,4909,0.506,1859,2429,0.765,791,2652,3443,1813,1157,1719,8811,2011,605,352
1,Team/G,,240.3,38.4,80.6,0.476,8.1,20.8,0.388,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,42.0,22.1,14.1,21.0,107.5,2011,7.4,4.3
2,Lg Rank,,29,6,17,3.0,7,8,3.0,19,25,5.0,2,1,16.0,26,5,11,10,16,18,1,2011,13,24
3,Year/Year,,-0.4%,0.7%,-1.0%,0.008,21.7%,12.3%,0.03,-3.8%,-4.9%,0.006,-4.0%,-3.1%,-0.007,-11.0%,5.9%,1.4%,5.5%,1.8%,-6.8%,0.9%,2011,-11.4%,-15.6%
4,Opponent,82.0,19705,3153,6876,0.459,576,1675,0.344,2577,5201,0.495,1539,2036,0.756,864,2525,3389,1820,1127,1864,8421,2011,611,488
5,Opponent/G,,240.3,38.5,83.9,0.459,7.0,20.4,0.344,31.4,63.4,0.495,18.8,24.8,0.756,10.5,30.8,41.3,22.2,13.7,22.7,102.7,2011,7.5,6.0
6,Lg Rank,,29,21,26,16.0,23,29,8.0,19,16,21.0,19,19,8.0,9,19,18,20,20,1,21,2011,19,27
7,Year/Year,,-0.4%,2.1%,1.6%,0.002,10.1%,11.8%,-0.005,0.5%,-1.3%,0.009,-9.2%,-7.7%,-0.012,-9.5%,0.5%,-2.3%,5.6%,-8.7%,-4.1%,0.3%,2011,5.7%,11.4%
0,Team,66.0,16040,2572,5404,0.476,435,1311,0.332,2137,4093,0.522,1293,1760,0.735,738,2105,2843,1581,1015,1297,6872,2012,540,330
1,Team/G,,243.0,39.0,81.9,0.476,6.6,19.9,0.332,32.4,62.0,0.522,19.6,26.7,0.735,11.2,31.9,43.1,24.0,15.4,19.7,104.1,2012,8.2,5.0
2,Lg Rank,,6,2,15,2.0,16,13,24.0,3,17,1.0,3,1,25.0,17,7,8,1,25,17,1,2012,9,16
3,Year/Year,,1.1%,1.6%,1.5%,0.0,-18.4%,-4.4%,-0.057,6.9%,3.6%,0.016,-13.6%,-10.0%,-0.031,15.9%,-1.4%,2.6%,8.3%,9.0%,-6.3%,-3.1%,2012,10.9%,16.5%
4,Opponent,66.0,16040,2541,5569,0.456,571,1489,0.383,1970,4080,0.483,1029,1356,0.759,730,1928,2658,1528,1028,1452,6682,2012,524,439
5,Opponent/G,,243.0,38.5,84.4,0.456,8.7,22.6,0.383,29.8,61.8,0.483,15.6,20.5,0.759,11.1,29.2,40.3,23.2,15.6,22.0,101.2,2012,7.9,6.7
6,Lg Rank,,6,27,26,24.0,30,30,30.0,12,11,20.0,7,7,20.0,14,6,5,27,6,1,29,2012,20,30
7,Year/Year,,1.1%,0.1%,0.6%,-0.002,23.2%,10.4%,0.04,-5.0%,-2.5%,-0.013,-16.9%,-17.3%,0.003,5.0%,-5.1%,-2.6%,4.3%,13.3%,-3.2%,-1.4%,2012,6.6%,11.8%
0,Team,82.0,19905,3339,6983,0.478,521,1518,0.343,2818,5465,0.516,1505,2148,0.701,1092,2601,3693,2002,1253,1682,8704,2013,762,533
1,Team/G,,242.7,40.7,85.2,0.478,6.4,18.5,0.343,34.4,66.6,0.516,18.4,26.2,0.701,13.3,31.7,45.0,24.4,15.3,20.5,106.1,2013,9.3,6.5
2,Lg Rank,,3,1,2,5.0,20,19,25.0,1,3,4.0,6,3,28.0,1,10,2,3,27,21,1,2013,2,3
3,Year/Year,,-0.1%,4.5%,4.0%,0.002,-3.6%,-6.8%,0.011,6.1%,7.5%,-0.006,-6.3%,-1.8%,-0.034,19.1%,-0.5%,4.6%,1.9%,-0.6%,4.4%,1.9%,2013,13.6%,30.0%
4,Opponent,82.0,19905,3121,7025,0.444,687,1894,0.363,2434,5131,0.474,1358,1858,0.731,1020,2391,3411,1936,1305,1775,8287,2013,658,554
5,Opponent/G,,242.7,38.1,85.7,0.444,8.4,23.1,0.363,29.7,62.6,0.474,16.6,22.7,0.731,12.4,29.2,41.6,23.6,15.9,21.6,101.1,2013,8.0,6.8
6,Lg Rank,,3,22,29,11.0,29,29,20.0,13,19,12.0,15,21,2.0,30,6,10,25,3,4,23,2013,18,28
7,Year/Year,,-0.1%,-1.1%,1.5%,-0.012,-3.2%,2.4%,-0.021,-0.6%,1.2%,-0.008,6.2%,10.3%,-0.028,12.5%,-0.2%,3.3%,2.0%,2.2%,-1.6%,-0.2%,2013,1.1%,1.6%
0,Team,82.0,19755,3147,7042,0.447,702,1959,0.358,2445,5083,0.481,1563,2154,0.726,1009,2717,3726,1838,1305,1890,8559,2014,615,459
1,Team/G,,240.9,38.4,85.9,0.447,8.6,23.9,0.358,29.8,62.0,0.481,19.1,26.3,0.726,12.3,33.1,45.4,22.4,15.9,23.0,104.4,2014,7.5,5.6
2,Lg Rank,,25,11,5,19.0,11,9,15.0,17,15,16.0,8,5,27.0,4,8,2,12,28,30,9,2014,18,4
3,Year/Year,,-0.8%,-5.8%,0.8%,-0.031,34.7%,29.1%,0.015,-13.2%,-7.0%,-0.035,3.9%,0.3%,0.025,-7.6%,4.5%,0.9%,-8.2%,4.2%,12.4%,-1.7%,2014,-19.3%,-13.9%
4,Opponent,82.0,19755,3238,7086,0.457,605,1724,0.351,2633,5362,0.491,1654,2168,0.763,930,2665,3595,1843,1178,1778,8735,2014,694,459
5,Opponent/G,,240.9,39.5,86.4,0.457,7.4,21.0,0.351,32.1,65.4,0.491,20.2,26.4,0.763,11.3,32.5,43.8,22.5,14.4,21.7,106.5,2014,8.5,5.6
6,Lg Rank,,25,26,27,15.0,11,10,7.0,27,27,14.0,29,28,22.0,23,23,26,19,16,7,28,2014,27,24
7,Year/Year,,-0.8%,3.7%,0.9%,0.013,-11.9%,-9.0%,-0.012,8.2%,4.5%,0.017,21.8%,16.7%,0.032,-8.8%,11.5%,5.4%,-4.8%,-9.7%,0.2%,5.4%,2014,5.5%,-17.1%
0,Team,82.0,19880,3099,7158,0.433,660,2032,0.325,2439,5126,0.476,1462,1991,0.734,1012,2653,3665,1788,1166,1882,8320,2015,641,367
1,Team/G,,242.4,37.8,87.3,0.433,8.0,24.8,0.325,29.7,62.5,0.476,17.8,24.3,0.734,12.3,32.4,44.7,21.8,14.2,23.0,101.5,2015,7.8,4.5
2,Lg Rank,,8,13,2,26.0,13,12,28.0,16,13,22.0,8,8,24.0,3,12,7,13,15,30,12,2015,14,21
3,Year/Year,,0.6%,-1.5%,1.6%,-0.014,-6.0%,3.7%,-0.034,-0.2%,0.8%,-0.005,-6.5%,-7.6%,0.009,0.3%,-2.4%,-1.6%,-2.7%,-10.7%,-0.4%,-2.8%,2015,4.2%,-20.0%
4,Opponent,82.0,19880,3164,6909,0.458,631,1823,0.346,2533,5086,0.498,1652,2208,0.748,899,2798,3697,1894,1177,1698,8611,2015,611,504
5,Opponent/G,,242.4,38.6,84.3,0.458,7.7,22.2,0.346,30.9,62.0,0.498,20.1,26.9,0.748,11.0,34.1,45.1,23.1,14.4,20.7,105.0,2015,7.5,6.1
6,Lg Rank,,8,27,19,25.0,10,12,12.0,26,22,25.0,30,30,14.0,17,28,27,20,14,10,27,2015,10,29
7,Year/Year,,0.6%,-2.3%,-2.5%,0.001,4.3%,5.7%,-0.005,-3.8%,-5.1%,0.007,-0.1%,1.8%,-0.015,-3.3%,5.0%,2.8%,2.8%,-0.1%,-4.5%,-1.4%,2015,-12.0%,9.8%
0,Team,82.0,19830,3093,7003,0.442,656,1943,0.338,2437,5060,0.482,1513,1974,0.766,941,2718,3659,1858,1202,1723,8355,2016,609,395
1,Team/G,,241.8,37.7,85.4,0.442,8.0,23.7,0.338,29.7,61.7,0.482,18.5,24.1,0.766,11.5,33.1,44.6,22.7,14.7,21.0,101.9,2016,7.4,4.8
2,Lg Rank,,11,21,12,21.0,20,18,26.0,15,15,21.0,10,10,14.0,6,19,8,14,18,23,20,2016,20,16
3,Year/Year,,-0.3%,-0.2%,-2.2%,0.009,-0.6%,-4.4%,0.013,-0.1%,-1.3%,0.006,3.5%,-0.9%,0.032,-7.0%,2.5%,-0.2%,3.9%,3.1%,-8.4%,0.4%,2016,-5.0%,7.6%
4,Opponent,82.0,19830,3182,6904,0.461,754,2033,0.371,2428,4871,0.498,1491,1958,0.761,799,2700,3499,1924,1122,1712,8609,2016,660,517
5,Opponent/G,,241.8,38.8,84.2,0.461,9.2,24.8,0.371,29.6,59.4,0.498,18.2,23.9,0.761,9.7,32.9,42.7,23.5,13.7,20.9,105.0,2016,8.0,6.3
6,Lg Rank,,11,19,12,21.0,23,18,27.0,14,10,17.0,19,19,20.0,9,11,9,25,20,11,22,2016,20,30
7,Year/Year,,-0.3%,0.6%,-0.1%,0.003,19.5%,11.5%,0.025,-4.1%,-4.2%,0.0,-9.7%,-11.3%,0.013,-11.1%,-3.5%,-5.4%,1.6%,-4.7%,0.8%,-0.0%,2016,8.0%,2.6%
0,Team,82.0,19755,3377,7194,0.469,870,2365,0.368,2507,4829,0.519,1537,1986,0.774,966,2837,3803,2077,1226,1567,9161,2017,568,323
1,Team/G,,240.9,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,46.4,25.3,15.0,19.1,111.7,2017,6.9,3.9
2,Lg Rank,,25,3,4,6.0,7,8,11.0,10,14,5.0,9,8,17.0,5,6,2,2,23,9,3,2017,28,27
3,Year/Year,,-0.4%,9.2%,2.7%,0.028,32.6%,21.7%,0.03,2.9%,-4.6%,0.038,1.6%,0.6%,0.007,2.7%,4.4%,3.9%,11.8%,2.0%,-9.1%,9.6%,2017,-6.7%,-18.2%
4,Opponent,82.0,19755,3454,7248,0.477,808,2153,0.375,2646,5095,0.519,1403,1794,0.782,770,2576,3346,1972,982,1653,9119,2017,681,404
5,Opponent/G,,240.9,42.1,88.4,0.477,9.9,26.3,0.375,32.3,62.1,0.519,17.1,21.9,0.782,9.4,31.4,40.8,24.0,12.0,20.2,111.2,2017,8.3,4.9
6,Lg Rank,,25,30,25,29.0,16,10,28.0,30,29,27.0,9,9,26.0,7,3,4,25,30,13,27,2017,22,15
7,Year/Year,,-0.4%,8.5%,5.0%,0.016,7.2%,5.9%,0.004,9.0%,4.6%,0.021,-5.9%,-8.4%,0.021,-3.6%,-4.6%,-4.4%,2.5%,-12.5%,-3.4%,5.9%,2017,3.2%,-21.9%
0,Team,82.0,19880,3338,7102,0.47,940,2536,0.371,2398,4566,0.525,1404,1830,0.767,902,2748,3650,2059,1227,1533,9020,2018,627,404
1,Team/G,,242.4,40.7,86.6,0.47,11.5,30.9,0.371,29.2,55.7,0.525,17.1,22.3,0.767,11.0,33.5,44.5,25.1,15.0,18.7,110.0,2018,7.6,4.9
2,Lg Rank,,4,7,12,10.0,6,8,7.0,14,21,8.0,12,12,18.0,2,20,7,5,23,6,6,2018,17,12
3,Year/Year,,0.6%,-1.2%,-1.3%,0.001,8.0%,7.2%,0.003,-4.3%,-5.4%,0.006,-8.7%,-7.9%,-0.007,-6.6%,-3.1%,-4.0%,-0.9%,0.1%,-2.2%,-1.5%,2018,10.4%,25.1%
4,Opponent,82.0,19880,3386,7113,0.476,893,2364,0.378,2493,4749,0.525,1234,1671,0.738,800,2613,3413,2028,1131,1699,8899,2018,654,391
5,Opponent/G,,242.4,41.3,86.7,0.476,10.9,28.8,0.378,30.4,57.9,0.525,15.0,20.4,0.738,9.8,31.9,41.6,24.7,13.8,20.7,108.5,2018,8.0,4.8
6,Lg Rank,,4,26,19,30.0,21,10,30.0,25,20,24.0,7,8,1.0,14,2,2,25,22,6,22,2018,20,16
7,Year/Year,,0.6%,-2.0%,-1.9%,-0.001,10.5%,9.8%,0.002,-5.8%,-6.8%,0.006,-12.0%,-6.9%,-0.044,3.9%,1.4%,2.0%,2.8%,15.2%,2.8%,-2.4%,2018,-4.0%,-3.2%
0,Team,82.0,19730,3439,7384,0.466,903,2571,0.351,2536,4813,0.527,1294,1714,0.755,972,2832,3804,2245,1102,1644,9075,2019,634,363
1,Team/G,,240.6,41.9,90.0,0.466,11.0,31.4,0.351,30.9,58.7,0.527,15.8,20.9,0.755,11.9,34.5,46.4,27.4,13.4,20.0,110.7,2019,7.7,4.4
2,Lg Rank,,27,12,11,13.0,18,16,17.0,10,12,10.0,27,25,20.0,2,17,8,2,8,7,20,2019,13,24
3,Year/Year,,-0.8%,3.0%,4.0%,-0.004,-3.9%,1.4%,-0.019,5.8%,5.4%,0.002,-7.8%,-6.3%,-0.012,7.8%,3.1%,4.2%,9.0%,-10.2%,7.2%,0.6%,2019,1.1%,-10.1%
4,Opponent,82.0,19730,3246,7084,0.458,887,2618,0.339,2359,4466,0.528,1372,1822,0.753,799,2685,3484,2016,1109,1675,8751,2019,610,407
5,Opponent/G,,240.6,39.6,86.4,0.458,10.8,31.9,0.339,28.8,54.5,0.528,16.7,22.2,0.753,9.7,32.7,42.5,24.6,13.5,20.4,106.7,2019,7.4,5.0
6,Lg Rank,,27,5,4,15.0,10,13,1.0,6,4,21.0,7,9,2.0,7,2,1,16,17,20,6,2019,14,14
7,Year/Year,,-0.8%,-4.1%,-0.4%,-0.018,-0.7%,10.7%,-0.039,-5.4%,-6.0%,0.003,11.2%,9.0%,0.015,-0.1%,2.8%,2.1%,-0.6%,-1.9%,-1.4%,-1.7%,2019,-6.7%,4.1%
0,Team,73.0,17745,3069,6488,0.473,801,2234,0.359,2268,4254,0.533,1185,1526,0.777,786,2436,3222,1952,1005,1485,8124,2020,586,337
1,Team/G,,243.1,42.0,88.9,0.473,11.0,30.6,0.359,31.1,58.3,0.533,16.2,20.9,0.777,10.8,33.4,44.1,26.7,13.8,20.3,111.3,2020,8.0,4.6
2,Lg Rank,,3,8,15,4.0,24,26,15.0,5,6,6.0,25,26,16.0,5,24,20,4,7,11,19,2020,9,19
3,Year/Year,,1.0%,0.2%,-1.3%,0.007,-0.4%,-2.4%,0.007,0.5%,-0.7%,0.006,2.9%,0.0%,0.022,-9.2%,-3.4%,-4.9%,-2.3%,2.4%,1.5%,0.6%,2020,3.8%,4.3%
4,Opponent,73.0,17745,2919,6311,0.463,885,2473,0.358,2034,3838,0.53,1247,1643,0.759,736,2377,3113,1852,1041,1494,7970,2020,525,324
5,Opponent/G,,243.1,40.0,86.5,0.463,12.1,33.9,0.358,27.9,52.6,0.53,17.1,22.5,0.759,10.1,32.6,42.6,25.4,14.3,20.5,109.2,2020,7.2,4.4
6,Lg Rank,,3,11,5,15.0,12,15,17.0,10,8,18.0,10,12,6.0,12,1,4,24,17,17,11,2020,10,8
7,Year/Year,,1.0%,1.0%,0.1%,0.004,12.1%,6.1%,0.019,-3.1%,-3.5%,0.002,2.1%,1.3%,0.006,3.5%,-0.6%,0.4%,3.2%,5.4%,0.2%,2.3%,2020,-3.3%,-10.6%
0,Team,72.0,17480,3114,6422,0.485,927,2462,0.377,2187,3960,0.552,1129,1406,0.803,758,2442,3200,1933,972,1374,8284,2021,582,323
1,Team/G,,242.8,43.3,89.2,0.485,12.9,34.2,0.377,30.4,55.0,0.552,15.7,19.5,0.803,10.5,33.9,44.4,26.8,13.5,19.1,115.1,2021,8.1,4.5
2,Lg Rank,,1,4,9,4.0,15,16,8.0,7,11,6.0,27,27,7.0,8,19,13,5,12,14,8,2021,8,21
3,Year/Year,,-0.1%,2.9%,0.4%,0.012,17.3%,11.7%,0.018,-2.2%,-5.6%,0.019,-3.4%,-6.6%,0.026,-2.2%,1.6%,0.7%,0.4%,-1.9%,-6.2%,3.4%,2021,0.7%,-2.8%
4,Opponent,72.0,17480,2883,6149,0.469,934,2570,0.363,1949,3579,0.545,1229,1589,0.773,652,2314,2966,1864,1014,1379,7929,2021,540,325
5,Opponent/G,,242.8,40.0,85.4,0.469,13.0,35.7,0.363,27.1,49.7,0.545,17.1,22.1,0.773,9.1,32.1,41.2,25.9,14.1,19.2,110.1,2021,7.5,4.5
6,Lg Rank,,1,7,3,18.0,20,22,11.0,5,4,26.0,17,16,9.0,4,2,1,24,14,15,8,2021,12,7
7,Year/Year,,-0.1%,0.1%,-1.2%,0.006,7.0%,5.4%,0.006,-2.8%,-5.5%,0.015,-0.1%,-1.9%,0.014,-10.2%,-1.3%,-3.4%,2.0%,-1.2%,-6.4%,0.9%,2021,4.3%,1.7%
0,Team,82.0,19805,3416,7079,0.483,1039,2944,0.353,2377,4135,0.575,1372,1725,0.795,752,2865,3617,2279,1189,1639,9243,2022,592,305
1,Team/G,,241.5,41.7,86.3,0.483,12.7,35.9,0.353,29.0,50.4,0.575,16.7,21.0,0.795,9.2,34.9,44.1,27.8,14.5,20.0,112.7,2022,7.2,3.7
2,Lg Rank,,8,8,23,2.0,14,13,16.0,11,21,1.0,19,23,8.0,25,9,17,3,26,20,10,2022,18,29
3,Year/Year,,-0.5%,-3.7%,-3.2%,-0.002,-1.6%,5.0%,-0.024,-4.6%,-8.3%,0.023,6.7%,7.7%,-0.008,-12.9%,3.0%,-0.8%,3.5%,7.4%,4.7%,-2.0%,2022,-10.7%,-17.1%
4,Opponent,82.0,19805,3367,7168,0.47,971,2806,0.346,2396,4362,0.549,1349,1783,0.757,795,2680,3475,2082,1051,1632,9054,2022,649,392
5,Opponent/G,,241.5,41.1,87.4,0.47,11.8,34.2,0.346,29.2,53.2,0.549,16.5,21.7,0.757,9.7,32.7,42.4,25.4,12.8,19.9,110.4,2022,7.9,4.8
6,Lg Rank,,8,18,12,21.0,10,11,10.0,23,13,28.0,11,14,3.0,7,5,4,22,26,13,14,2022,20,17
7,Year/Year,,-0.5%,2.5%,2.4%,0.001,-8.7%,-4.1%,-0.017,7.9%,7.0%,0.005,-3.6%,-1.5%,-0.017,7.1%,1.7%,2.9%,-1.9%,-9.0%,3.9%,0.3%,2022,5.5%,5.9%
0,Team,82.0,19755,3574,7088,0.504,969,2559,0.379,2605,4529,0.575,1378,1834,0.751,828,2699,3527,2368,1192,1525,9495,2023,618,368
1,Team/G,,240.9,43.6,86.4,0.504,11.8,31.2,0.379,31.8,55.2,0.575,16.8,22.4,0.751,10.1,32.9,43.0,28.9,14.5,18.6,115.8,2023,7.5,4.5
2,Lg Rank,,25,3,22,1.0,18,25,4.0,5,12,2.0,27,24,26.0,17,15,19,2,20,4,12,2023,11,20
3,Year/Year,,-0.3%,4.6%,0.1%,0.022,-6.7%,-13.1%,0.026,9.6%,9.5%,0.0,0.4%,6.3%,-0.044,10.1%,-5.8%,-2.5%,3.9%,0.3%,-7.0%,2.7%,2023,4.4%,20.7%
