,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
8,9,Wes Matthews,25,78,38.0,19.5,2.4,4.9,0.495,0.0,0.2,0.125,2.4,4.7,0.511,0.497,0.8,1.1,0.694,0.2,0.7,0.9,4.5,0.9,0.2,1.6,1.7,5.7,1985
9,10,Jawann Oldham,27,63,0.0,15.8,1.4,3.0,0.464,0.0,0.0,0.0,1.4,3.0,0.466,0.464,0.5,0.8,0.68,1.3,2.5,3.7,0.5,0.2,2.0,0.9,2.6,3.4,1985
10,11,Sidney Green,24,48,1.0,15.4,2.3,5.2,0.432,0.0,0.1,0.0,2.3,5.1,0.439,0.432,1.6,2.0,0.806,1.5,3.6,5.1,0.6,0.2,0.3,1.4,2.1,6.1,1985
11,12,Rod Higgins,25,68,5.0,13.9,1.8,4.0,0.441,0.1,0.5,0.27,1.6,3.4,0.468,0.459,0.9,1.3,0.667,0.8,1.4,2.2,1.1,0.3,0.2,0.7,1.3,4.5,1985
12,13,Charles Jones,27,3,0.0,9.7,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,1.3,2.0,0.667,0.7,1.3,2.0,0.3,0.0,1.7,1.3,2.0,2.7,1985
13,14,Chris Engler,25,3,0.0,1.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.3,0.7,1985
0,1,Orlando Woolridge,26,70,59.0,32.1,7.7,15.6,0.495,0.1,0.3,0.174,7.7,15.2,0.502,0.497,5.2,6.6,0.788,2.1,2.9,5.0,3.0,0.7,0.7,2.5,2.7,20.7,1986
1,2,Kyle Macy,28,82,79.0,29.6,3.5,7.2,0.483,0.7,1.7,0.411,2.8,5.5,0.506,0.532,0.9,1.1,0.811,0.5,1.7,2.2,5.4,1.0,0.1,1.4,2.5,8.6,1986
2,3,Sidney Green,25,80,68.0,28.8,5.1,10.9,0.465,0.0,0.1,0.0,5.1,10.8,0.469,0.465,3.3,4.2,0.782,2.6,5.6,8.2,1.7,0.9,0.5,2.8,3.7,13.5,1986
3,4,Gene Banks,26,82,33.0,26.1,4.3,8.4,0.517,0.0,0.2,0.0,4.3,8.2,0.532,0.517,2.2,3.1,0.718,2.2,2.2,4.4,3.1,1.0,0.1,1.7,2.6,10.9,1986
4,5,Dave Corzine,29,67,4.0,25.5,3.8,7.7,0.491,0.0,0.2,0.25,3.8,7.6,0.497,0.494,1.9,2.6,0.743,2.0,4.5,6.5,2.2,0.4,0.8,1.6,2.0,9.6,1986
5,6,George Gervin,33,82,75.0,25.2,6.3,13.4,0.472,0.0,0.2,0.211,6.3,13.2,0.476,0.474,3.5,3.9,0.879,1.0,1.7,2.6,1.8,0.6,0.3,2.0,2.6,16.2,1986
6,7,Michael Jordan,22,18,7.0,25.1,8.3,18.2,0.457,0.2,1.0,0.167,8.2,17.2,0.474,0.462,5.8,6.9,0.84,1.3,2.3,3.6,2.9,2.1,1.2,2.5,2.6,22.7,1986
7,8,Jawann Oldham,28,52,47.0,24.5,3.2,6.2,0.517,0.0,0.0,0.0,3.2,6.2,0.519,0.517,1.0,1.8,0.582,2.2,3.7,5.9,0.7,0.5,2.6,1.7,4.0,7.4,1986
8,9,Charles Oakley,22,77,30.0,23.0,3.6,7.0,0.519,0.0,0.0,0.0,3.6,7.0,0.522,0.519,2.3,3.5,0.662,3.3,5.3,8.6,1.7,0.9,0.4,2.3,3.2,9.6,1986
9,10,John Paxson,25,75,3.0,20.9,2.0,4.4,0.466,0.2,0.7,0.3,1.8,3.7,0.496,0.489,1.0,1.2,0.804,0.2,1.0,1.3,3.7,0.7,0.0,0.8,2.3,5.3,1986
10,11,Quintin Dailey,25,35,0.0,20.7,5.8,13.4,0.432,0.0,0.2,0.0,5.8,13.2,0.439,0.432,4.7,5.7,0.823,0.6,1.4,1.9,1.9,0.6,0.1,1.9,2.5,16.3,1986
11,12,Michael Holton,24,24,0.0,18.6,3.0,6.5,0.471,0.0,0.4,0.1,3.0,6.0,0.497,0.474,1.0,1.6,0.632,0.4,0.8,1.3,2.0,1.0,0.0,1.0,1.7,7.1,1986
12,13,Rod Higgins,26,5,0.0,16.2,1.8,4.6,0.391,0.0,0.2,0.0,1.8,4.4,0.409,0.391,1.0,1.2,0.833,0.6,0.8,1.4,1.0,0.8,0.6,0.4,2.2,4.6,1986
13,14,Tony Brown,25,10,0.0,13.2,1.8,4.1,0.439,0.0,0.2,0.0,1.8,3.9,0.462,0.439,0.9,1.3,0.692,0.5,1.1,1.6,1.4,0.5,0.1,0.4,1.6,4.5,1986
14,15,Mike Smrek,23,38,5.0,10.7,1.2,3.2,0.377,0.0,0.1,0.0,1.2,3.2,0.383,0.377,0.4,0.8,0.552,1.2,1.7,2.9,0.5,0.2,0.6,0.8,2.5,2.8,1986
15,16,Billy McKinney,30,9,0.0,9.2,1.1,2.6,0.435,0.0,0.0,,1.1,2.6,0.435,0.435,0.2,0.2,1.0,0.1,0.4,0.6,1.4,0.3,0.0,0.2,1.0,2.4,1986
16,17,Ron Brewer,30,4,0.0,4.5,0.8,2.3,0.333,0.0,0.0,,0.8,2.3,0.333,0.333,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,1.8,1986
0,1,Michael Jordan,23,82,82.0,40.0,13.4,27.8,0.482,0.1,0.8,0.182,13.2,27.0,0.491,0.484,10.2,11.9,0.857,2.0,3.2,5.2,4.6,2.9,1.5,3.3,2.9,37.1,1987
1,2,Charles Oakley,23,82,81.0,36.3,5.7,12.8,0.445,0.1,0.4,0.367,5.6,12.5,0.447,0.45,3.0,4.4,0.686,3.6,9.5,13.1,3.6,1.0,0.4,3.6,3.8,14.5,1987
2,3,John Paxson,26,82,64.0,32.8,4.7,9.7,0.487,0.6,1.7,0.371,4.1,8.0,0.511,0.52,1.3,1.6,0.809,0.3,1.4,1.7,5.7,0.8,0.1,1.3,2.5,11.3,1987
3,4,Gene Banks,27,63,39.0,28.9,4.0,7.3,0.539,0.0,0.1,0.0,4.0,7.3,0.545,0.539,1.8,2.3,0.767,1.8,3.1,4.9,2.7,0.8,0.3,1.8,2.7,9.7,1987
4,5,Dave Corzine,30,82,39.0,27.9,3.6,7.5,0.475,0.0,0.1,0.0,3.6,7.5,0.479,0.475,1.2,1.6,0.736,2.4,4.2,6.6,2.5,0.5,1.1,1.4,2.5,8.3,1987
5,6,Earl Cureton,29,43,36.0,25.7,3.0,6.4,0.467,0.0,0.0,0.0,3.0,6.4,0.469,0.467,0.9,1.7,0.534,2.6,2.7,5.3,1.6,0.3,0.6,1.0,2.4,6.9,1987
6,7,Brad Sellers,24,80,17.0,21.9,3.5,7.6,0.455,0.0,0.1,0.2,3.4,7.5,0.46,0.457,1.6,2.2,0.728,1.9,2.7,4.7,1.3,0.6,0.9,1.1,2.4,8.5,1987
7,8,Sedale Threatt,25,40,0.0,19.5,3.3,6.8,0.48,0.0,0.4,0.0,3.3,6.4,0.51,0.48,1.3,1.7,0.803,0.2,1.1,1.3,4.4,1.1,0.2,1.1,2.2,7.9,1987
8,9,Steve Colter,24,27,18.0,17.5,1.8,5.3,0.345,0.0,0.3,0.0,1.8,4.9,0.368,0.345,1.2,1.4,0.846,0.3,1.2,1.6,3.5,0.7,0.2,1.2,1.4,4.9,1987
9,10,Elston Turner,27,70,4.0,13.4,1.6,3.6,0.444,0.0,0.1,0.125,1.6,3.5,0.455,0.446,0.3,0.4,0.742,0.5,1.2,1.6,1.5,0.4,0.1,0.4,1.4,3.5,1987
10,11,Mike Brown,23,62,3.0,13.2,1.7,3.2,0.527,0.0,0.0,,1.7,3.2,0.527,0.527,0.7,1.2,0.639,1.1,2.3,3.5,0.4,0.3,0.1,1.0,2.1,4.2,1987
11,12,Granville Waiters,26,44,26.0,12.1,0.9,2.1,0.43,0.0,0.0,0.0,0.9,2.1,0.435,0.43,0.1,0.2,0.556,0.9,1.1,2.0,0.5,0.2,0.7,0.4,1.9,1.9,1987
12,13,Ben Poquette,31,21,1.0,8.0,1.0,1.9,0.525,0.0,0.0,0.0,1.0,1.9,0.538,0.525,0.4,0.5,0.818,0.5,0.7,1.1,0.3,0.1,0.6,0.2,1.2,2.4,1987
13,14,Darren Daye,26,1,0.0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1987
14,15,Fred Cofield,25,5,0.0,5.4,0.4,2.2,0.182,0.0,0.2,0.0,0.4,2.0,0.2,0.182,0.0,0.0,,0.2,0.8,1.0,0.8,0.4,0.0,0.2,0.2,0.8,1987
15,16,Pete Myers,23,29,0.0,5.3,0.7,1.8,0.365,0.0,0.2,0.0,0.7,1.6,0.413,0.365,1.0,1.5,0.651,0.3,0.3,0.6,0.7,0.5,0.1,0.3,0.9,2.3,1987
16,17,Perry Young,23,5,0.0,4.0,0.4,0.8,0.5,0.0,0.0,,0.4,0.8,0.5,0.5,0.2,0.4,0.5,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.6,1.0,1987
0,1,Michael Jordan,24,82,82.0,40.4,13.0,24.4,0.535,0.1,0.6,0.132,13.0,23.7,0.546,0.537,8.8,10.5,0.841,1.7,3.8,5.5,5.9,3.2,1.6,3.1,3.3,35.0,1988
1,2,Charles Oakley,24,82,82.0,34.3,4.6,9.5,0.483,0.0,0.1,0.25,4.5,9.3,0.487,0.485,3.2,4.4,0.727,4.0,9.0,13.0,3.0,0.8,0.3,2.9,3.3,12.4,1988
2,3,Sam Vincent,24,29,27.0,32.9,4.8,10.7,0.447,0.1,0.3,0.375,4.7,10.4,0.449,0.451,3.4,3.7,0.925,0.6,2.9,3.6,8.4,1.2,0.4,2.9,2.8,13.0,1988
3,4,Dave Corzine,31,80,32.0,29.1,4.3,8.9,0.481,0.0,0.1,0.111,4.3,8.8,0.486,0.482,1.4,1.9,0.752,2.1,4.5,6.6,1.9,0.5,1.2,1.4,1.9,10.1,1988
4,5,Brad Sellers,25,82,76.0,27.0,4.0,8.7,0.457,0.0,0.1,0.143,4.0,8.6,0.46,0.457,1.5,1.9,0.79,1.3,1.7,3.0,1.7,0.4,0.8,1.1,2.1,9.5,1988
5,6,John Paxson,27,81,30.0,23.3,3.5,7.2,0.493,0.4,1.2,0.347,3.1,6.0,0.522,0.521,0.4,0.6,0.733,0.2,1.1,1.3,3.7,0.6,0.0,0.8,1.9,7.9,1988
6,7,Horace Grant,22,81,6.0,22.6,3.1,6.3,0.501,0.0,0.0,0.0,3.1,6.2,0.503,0.501,1.4,2.2,0.626,1.9,3.6,5.5,1.1,0.6,0.7,1.1,2.7,7.7,1988
7,8,Scottie Pippen,22,79,0.0,20.9,3.3,7.1,0.463,0.1,0.3,0.174,3.3,6.8,0.475,0.466,1.3,2.2,0.576,1.5,2.3,3.8,2.1,1.2,0.7,1.7,2.7,7.9,1988
8,9,Rory Sparrow,29,55,25.0,18.0,2.0,5.0,0.409,0.0,0.2,0.167,2.0,4.8,0.42,0.412,0.4,0.6,0.727,0.3,1.0,1.3,2.9,0.7,0.1,0.9,1.3,4.5,1988
9,10,Sedale Threatt,26,45,0.0,15.6,2.9,5.8,0.502,0.0,0.4,0.1,2.9,5.4,0.535,0.506,0.7,0.9,0.78,0.3,1.0,1.2,2.4,0.6,0.1,1.0,1.6,6.6,1988
10,11,Artis Gilmore,38,24,23.0,15.5,1.7,3.3,0.513,0.0,0.0,,1.7,3.3,0.513,0.513,0.8,1.5,0.514,0.6,2.0,2.6,0.4,0.2,0.5,1.2,2.3,4.2,1988
11,12,Mike Brown,24,46,27.0,12.8,1.7,3.8,0.448,0.0,0.0,0.0,1.7,3.8,0.451,0.448,0.9,1.5,0.577,1.4,2.0,3.5,0.6,0.2,0.1,0.8,1.8,4.3,1988
12,13,Elston Turner,28,17,0.0,5.8,0.5,1.8,0.267,0.0,0.0,,0.5,1.8,0.267,0.267,0.1,0.1,0.5,0.5,0.1,0.6,0.5,0.5,0.0,0.6,0.3,1.0,1988
13,14,Granville Waiters,27,22,0.0,5.2,0.4,1.3,0.31,0.0,0.0,0.0,0.4,1.3,0.321,0.31,0.0,0.1,0.0,0.4,0.9,1.3,0.0,0.1,0.7,0.3,1.2,0.8,1988
14,15,Tony White,22,2,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
0,1,Michael Jordan,25,81,81.0,40.2,11.9,22.2,0.538,0.3,1.2,0.276,11.6,21.0,0.553,0.546,8.3,9.8,0.85,1.8,6.2,8.0,8.0,2.9,0.8,3.6,3.0,32.5,1989
1,2,Horace Grant,23,79,79.0,35.6,5.1,9.9,0.519,0.0,0.1,0.0,5.1,9.8,0.522,0.519,1.8,2.5,0.704,3.0,5.6,8.6,2.1,1.1,0.8,1.6,3.2,12.0,1989
2,3,Scottie Pippen,23,73,56.0,33.1,5.7,11.9,0.476,0.3,1.1,0.273,5.4,10.8,0.496,0.488,2.8,4.1,0.668,1.9,4.2,6.1,3.5,1.9,0.8,2.7,3.6,14.4,1989
3,4,Bill Cartwright,31,78,76.0,29.9,4.7,9.8,0.475,0.0,0.0,,4.7,9.8,0.475,0.475,3.0,3.9,0.766,1.9,4.7,6.7,1.2,0.3,0.5,2.4,3.0,12.4,1989
4,5,Sam Vincent,25,70,56.0,24.3,3.9,8.1,0.484,0.0,0.2,0.118,3.9,7.8,0.495,0.486,1.5,1.8,0.822,0.5,2.2,2.7,4.8,0.8,0.1,2.0,1.8,9.4,1989
5,6,Craig Hodges,28,49,6.0,22.7,3.8,8.0,0.475,1.4,3.4,0.423,2.4,4.6,0.513,0.565,0.9,1.1,0.849,0.4,1.3,1.7,2.8,0.8,0.1,1.1,1.7,10.0,1989
6,7,John Paxson,28,78,20.0,22.3,3.2,6.6,0.48,0.6,1.7,0.331,2.6,4.9,0.532,0.522,0.4,0.5,0.861,0.2,1.0,1.2,3.9,0.7,0.1,0.9,2.1,7.3,1989
7,8,Brad Sellers,26,80,25.0,21.7,2.9,6.0,0.485,0.0,0.1,0.5,2.9,5.9,0.485,0.488,1.1,1.3,0.851,1.1,1.8,2.8,1.2,0.4,0.9,0.9,2.2,6.9,1989
8,9,Dave Corzine,32,81,7.0,18.3,2.5,5.4,0.461,0.0,0.1,0.25,2.5,5.3,0.465,0.464,0.9,1.2,0.74,1.1,2.8,3.9,1.3,0.4,0.6,1.1,1.7,5.9,1989
9,10,Charles Davis,30,49,3.0,11.1,1.7,3.9,0.426,0.1,0.3,0.267,1.6,3.6,0.44,0.437,0.4,0.5,0.731,1.0,1.4,2.3,0.6,0.2,0.1,0.4,1.2,3.8,1989
10,11,Anthony Jones,26,8,0.0,8.1,0.6,1.9,0.333,0.0,0.1,0.0,0.6,1.8,0.357,0.333,0.3,0.3,1.0,0.5,0.5,1.0,0.5,0.3,0.1,0.1,0.9,1.5,1989
11,12,Ed Nealy,28,13,0.0,7.2,0.4,0.5,0.714,0.0,0.0,,0.4,0.5,0.714,0.714,0.1,0.2,0.5,0.3,1.5,1.8,0.5,0.2,0.1,0.1,1.8,0.8,1989
12,13,Will Perdue,23,30,0.0,6.3,1.0,2.4,0.403,0.0,0.0,,1.0,2.4,0.403,0.403,0.3,0.5,0.571,0.6,0.9,1.5,0.4,0.1,0.2,0.5,1.3,2.2,1989
13,14,Jack Haley,25,51,1.0,5.7,0.7,1.5,0.474,0.0,0.0,,0.7,1.5,0.474,0.474,0.7,0.9,0.783,0.4,1.0,1.4,0.2,0.2,0.0,0.5,1.1,2.2,1989
14,15,Dominic Pressley,24,3,0.0,5.7,0.3,2.0,0.167,0.0,0.7,0.0,0.3,1.3,0.25,0.167,0.0,0.0,,0.0,0.3,0.3,1.3,0.0,0.0,0.0,0.7,0.7,1989
15,16,David Wood,24,2,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989
0,1,Michael Jordan,26,82,82.0,39.0,12.6,24.0,0.526,1.1,3.0,0.376,11.5,21.0,0.548,0.55,7.2,8.5,0.848,1.7,5.1,6.9,6.3,2.8,0.7,3.0,2.9,33.6,1990
1,2,Scottie Pippen,24,82,82.0,38.4,6.9,14.0,0.489,0.3,1.4,0.25,6.5,12.7,0.514,0.501,2.4,3.6,0.675,1.8,4.8,6.7,5.4,2.6,1.2,3.4,3.6,16.5,1990
2,3,Horace Grant,24,80,80.0,34.4,5.6,10.7,0.523,0.0,0.0,,5.6,10.7,0.523,0.523,2.2,3.2,0.699,3.0,4.9,7.9,2.8,1.2,1.1,1.4,2.9,13.4,1990
3,4,Bill Cartwright,32,71,71.0,30.4,4.1,8.4,0.488,0.0,0.0,,4.1,8.4,0.488,0.488,3.2,3.9,0.811,1.9,4.6,6.5,2.0,0.5,0.5,1.7,3.4,11.4,1990
4,5,John Paxson,29,82,82.0,28.8,4.5,8.6,0.516,0.4,1.1,0.359,4.0,7.5,0.539,0.539,0.7,0.8,0.824,0.3,1.1,1.5,4.1,1.0,0.1,1.0,2.1,10.0,1990
5,6,Stacey King,23,82,2.0,21.7,3.3,6.5,0.504,0.0,0.0,0.0,3.3,6.5,0.505,0.504,2.4,3.3,0.727,2.1,2.6,4.7,1.1,0.5,0.7,1.5,2.6,8.9,1990
6,7,Craig Hodges,29,63,0.0,16.7,2.3,5.3,0.438,1.4,2.9,0.481,0.9,2.4,0.387,0.569,0.5,0.5,0.909,0.2,0.7,0.8,1.7,0.5,0.0,0.5,1.4,6.5,1990
7,8,B.J. Armstrong,22,81,0.0,15.9,2.3,4.8,0.485,0.0,0.1,0.5,2.3,4.8,0.484,0.489,0.9,1.0,0.885,0.2,1.0,1.3,2.5,0.6,0.1,1.0,1.3,5.6,1990
8,9,Will Perdue,24,77,11.0,11.5,1.4,3.5,0.414,0.0,0.1,0.0,1.4,3.4,0.422,0.414,0.9,1.4,0.692,1.1,1.6,2.8,0.6,0.2,0.3,0.8,1.9,3.8,1990
9,10,Ed Nealy,29,46,0.0,10.9,0.8,1.5,0.529,0.0,0.0,0.0,0.8,1.5,0.544,0.529,0.7,0.9,0.732,1.0,2.0,3.0,0.6,0.3,0.1,0.4,1.5,2.3,1990
10,11,Charles Davis,31,53,0.0,8.1,1.1,3.0,0.367,0.1,0.5,0.28,1.0,2.5,0.383,0.389,0.1,0.2,0.875,0.5,1.1,1.5,0.3,0.2,0.2,0.4,1.0,2.5,1990
11,12,Clifford Lett,24,4,0.0,7.0,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,2.0,1.0,1990
12,13,Jeff Sanders,24,31,0.0,5.9,0.4,1.3,0.325,0.0,0.0,,0.4,1.3,0.325,0.325,0.1,0.1,0.5,0.5,0.7,1.3,0.3,0.1,0.1,0.5,0.9,0.9,1990
13,14,Jack Haley,26,11,0.0,5.3,0.8,1.8,0.45,0.0,0.0,,0.8,1.8,0.45,0.45,0.6,0.6,1.0,0.6,1.0,1.6,0.4,0.0,0.1,0.6,0.6,2.3,1990
0,1,Michael Jordan,27,82,82.0,37.0,12.1,22.4,0.539,0.4,1.1,0.312,11.7,21.3,0.551,0.547,7.0,8.2,0.851,1.4,4.6,6.0,5.5,2.7,1.0,2.5,2.8,31.5,1991
1,2,Scottie Pippen,25,82,82.0,36.8,7.3,14.1,0.52,0.3,0.8,0.309,7.1,13.2,0.534,0.529,2.9,4.1,0.706,2.0,5.3,7.3,6.2,2.4,1.1,2.8,3.3,17.8,1991
2,3,Horace Grant,25,78,76.0,33.9,5.1,9.4,0.547,0.0,0.1,0.167,5.1,9.3,0.55,0.548,2.5,3.6,0.711,3.4,5.0,8.4,2.3,1.2,0.9,1.2,2.6,12.8,1991
3,4,Bill Cartwright,33,79,79.0,28.8,4.0,8.2,0.49,0.0,0.0,,4.0,8.2,0.49,0.49,1.6,2.3,0.697,2.1,4.0,6.2,1.6,0.4,0.2,1.4,2.1,9.6,1991
4,5,John Paxson,30,82,82.0,24.0,3.9,7.0,0.548,0.5,1.2,0.438,3.4,5.9,0.571,0.585,0.4,0.5,0.829,0.2,0.9,1.1,3.6,0.8,0.0,0.8,1.7,8.7,1991
5,6,B.J. Armstrong,23,82,0.0,21.1,3.7,7.7,0.481,0.2,0.4,0.5,3.5,7.3,0.48,0.493,1.2,1.4,0.874,0.3,1.5,1.8,3.7,0.9,0.0,1.3,1.4,8.8,1991
6,7,Stacey King,24,76,6.0,15.8,2.1,4.4,0.467,0.0,0.0,0.0,2.1,4.4,0.47,0.467,1.4,2.0,0.704,0.9,1.8,2.7,0.9,0.3,0.6,1.2,1.8,5.5,1991
7,8,Will Perdue,25,74,3.0,13.1,1.6,3.2,0.494,0.0,0.0,0.0,1.6,3.1,0.5,0.494,1.0,1.5,0.67,1.6,2.9,4.5,0.6,0.3,0.8,1.0,2.0,4.1,1991
8,9,Cliff Levingston,30,78,0.0,13.0,1.6,3.6,0.45,0.0,0.1,0.25,1.6,3.6,0.453,0.452,0.8,1.2,0.648,1.3,1.6,2.9,0.7,0.4,0.6,0.6,1.8,4.0,1991
9,10,Dennis Hopson,25,61,0.0,11.9,1.7,4.0,0.426,0.0,0.1,0.2,1.7,3.9,0.431,0.428,0.9,1.4,0.663,0.8,1.0,1.8,1.1,0.4,0.2,1.0,1.3,4.3,1991
10,11,Craig Hodges,30,73,0.0,11.5,2.0,4.7,0.424,0.6,1.6,0.383,1.4,3.1,0.445,0.488,0.4,0.4,0.963,0.1,0.4,0.6,1.3,0.5,0.0,0.5,1.0,5.0,1991
11,12,Scott Williams,22,51,0.0,6.6,1.0,2.0,0.51,0.0,0.0,0.5,1.0,2.0,0.51,0.514,0.4,0.5,0.714,0.8,1.1,1.9,0.3,0.2,0.3,0.5,1.0,2.5,1991
0,1,Michael Jordan,28,80,80.0,38.8,11.8,22.7,0.519,0.3,1.3,0.27,11.5,21.5,0.533,0.526,6.1,7.4,0.832,1.1,5.3,6.4,6.1,2.3,0.9,2.5,2.5,30.1,1992
1,2,Scottie Pippen,26,82,82.0,38.6,8.4,16.6,0.506,0.2,1.0,0.2,8.2,15.6,0.525,0.511,4.0,5.3,0.76,2.3,5.4,7.7,7.0,1.9,1.1,3.1,3.0,21.0,1992
2,3,Horace Grant,26,81,81.0,35.3,5.6,9.8,0.578,0.0,0.0,0.0,5.6,9.7,0.58,0.578,2.9,3.9,0.741,4.2,5.7,10.0,2.7,1.2,1.6,1.2,2.4,14.2,1992
3,4,John Paxson,31,79,79.0,24.6,3.3,6.2,0.528,0.2,0.6,0.273,3.1,5.6,0.553,0.54,0.4,0.5,0.784,0.3,0.9,1.2,3.1,0.6,0.1,0.6,1.8,7.0,1992
4,5,Bill Cartwright,34,64,64.0,23.0,3.3,7.0,0.467,0.0,0.0,,3.3,7.0,0.467,0.467,1.5,2.5,0.604,1.5,3.6,5.1,1.4,0.3,0.2,1.2,2.0,8.0,1992
5,6,B.J. Armstrong,24,82,3.0,22.9,4.1,8.5,0.481,0.4,1.1,0.402,3.7,7.4,0.492,0.506,1.3,1.6,0.806,0.2,1.5,1.8,3.2,0.6,0.1,1.1,1.1,9.9,1992
6,7,Stacey King,25,79,12.0,16.1,2.7,5.4,0.506,0.0,0.1,0.4,2.7,5.3,0.507,0.508,1.5,2.0,0.753,1.1,1.5,2.6,1.0,0.3,0.3,1.0,1.6,7.0,1992
7,8,Will Perdue,26,77,7.0,13.1,2.0,3.6,0.547,0.0,0.0,0.5,2.0,3.6,0.547,0.549,0.6,1.2,0.495,1.4,2.6,4.1,1.0,0.2,0.6,0.9,1.7,4.5,1992
8,9,Cliff Levingston,31,79,0.0,12.9,1.6,3.2,0.498,0.0,0.1,0.167,1.6,3.1,0.506,0.5,0.8,1.2,0.625,1.4,1.5,2.9,0.8,0.3,0.6,0.5,1.7,3.9,1992
9,10,Bob Hansen,31,66,0.0,11.7,1.1,2.6,0.444,0.1,0.4,0.28,1.0,2.2,0.472,0.464,0.1,0.3,0.364,0.2,0.9,1.1,1.0,0.4,0.0,0.4,1.9,2.5,1992
10,11,Scott Williams,23,63,0.0,11.0,1.3,2.7,0.483,0.0,0.0,0.0,1.3,2.7,0.491,0.483,0.8,1.2,0.649,1.4,2.5,3.9,0.8,0.2,0.6,0.6,1.9,3.4,1992
11,12,Craig Hodges,31,56,2.0,9.9,1.7,4.3,0.384,0.6,1.7,0.375,1.0,2.6,0.39,0.459,0.3,0.3,0.941,0.1,0.3,0.4,1.0,0.3,0.0,0.4,0.6,4.3,1992
12,13,Dennis Hopson,26,2,0.0,5.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1992
13,14,Mark Randall,24,15,0.0,4.5,0.7,1.5,0.455,0.0,0.1,0.0,0.7,1.3,0.5,0.455,0.4,0.5,0.75,0.3,0.3,0.6,0.5,0.0,0.0,0.4,0.5,1.7,1992
14,15,Rory Sparrow,33,4,0.0,4.5,0.3,2.0,0.125,0.3,0.5,0.5,0.0,1.5,0.0,0.188,0.0,0.0,,0.0,0.3,0.3,1.0,0.0,0.0,0.5,0.5,0.8,1992
15,16,Chuck Nevitt,32,4,0.0,2.3,0.3,0.8,0.333,0.0,0.0,,0.3,0.8,0.333,0.333,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.8,0.5,0.5,1992
0,1,Michael Jordan,29,78,78.0,39.3,12.7,25.7,0.495,1.0,2.9,0.352,11.7,22.7,0.514,0.515,6.1,7.3,0.837,1.7,5.0,6.7,5.5,2.8,0.8,2.7,2.4,32.6,1993
1,2,Scottie Pippen,27,81,81.0,38.6,7.8,16.4,0.473,0.3,1.1,0.237,7.5,15.2,0.491,0.482,2.9,4.3,0.663,2.5,5.2,7.7,6.3,2.1,0.9,3.0,2.7,18.6,1993
2,3,Horace Grant,27,77,77.0,35.6,5.5,10.8,0.508,0.0,0.1,0.2,5.5,10.7,0.51,0.508,2.3,3.6,0.619,4.4,5.0,9.5,2.6,1.2,1.2,1.4,2.8,13.2,1993
3,4,B.J. Armstrong,25,82,74.0,30.4,5.0,10.0,0.499,0.8,1.7,0.453,4.2,8.3,0.508,0.537,1.6,1.8,0.861,0.3,1.5,1.8,4.0,0.8,0.1,1.0,2.1,12.3,1993
4,5,Bill Cartwright,35,63,63.0,19.9,2.2,5.4,0.411,0.0,0.0,,2.2,5.4,0.411,0.411,1.1,1.6,0.735,1.3,2.4,3.7,1.3,0.3,0.2,1.0,2.4,5.6,1993
5,6,Scott Williams,24,71,5.0,19.3,2.3,5.0,0.466,0.0,0.1,0.0,2.3,4.9,0.476,0.466,1.3,1.8,0.714,2.4,4.0,6.4,1.0,0.8,0.9,1.0,3.2,5.9,1993
6,7,John Paxson,32,59,8.0,17.5,1.8,3.9,0.451,0.3,0.7,0.463,1.5,3.3,0.448,0.491,0.3,0.3,0.85,0.2,0.7,0.8,2.3,0.6,0.0,0.5,1.7,4.2,1993
7,8,Rodney McCray,31,64,5.0,15.9,1.4,3.2,0.451,0.0,0.1,0.4,1.4,3.1,0.452,0.456,0.6,0.8,0.692,0.8,1.6,2.5,1.3,0.2,0.2,0.8,1.5,3.5,1993
8,9,Stacey King,26,76,3.0,13.9,2.1,4.5,0.471,0.0,0.1,0.333,2.1,4.4,0.473,0.474,1.1,1.6,0.705,1.4,1.3,2.7,0.9,0.3,0.3,0.9,1.7,5.4,1993
