,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
1,Team/G,,243.7,41.6,88.8,0.469,16.8,23.0,0.732,9.5,34.5,44.0,24.0,20.2,112.1,2022,7.6,5.2,14.5,12.0,34.5,0.347,29.7,54.3,0.546
2,Lg Rank,,1,9,10,8.0,17,9,29.0,23,12,18,17,21,11,2022,11,7,27,18,17,22.0,7,10,7.0
3,Year/Year,,0.5%,2.5%,3.1%,-0.003,-2.4%,-1.5%,-0.007,-1.2%,-0.3%,-0.5%,-2.6%,5.5%,2.3%,2022,-2.2%,-3.3%,-4.5%,8.3%,10.4%,-0.007,0.3%,-1.0%,0.007
4,Opponent,82.0,19980,3491,7424,0.47,1428,1911,0.747,902,2920,3822,2154,1647,9442,2022,684,338,1152,1032,2935,0.352,2459,4489,0.548
5,Opponent/G,,243.7,42.6,90.5,0.47,17.4,23.3,0.747,11.0,35.6,46.6,26.3,20.1,115.1,2022,8.3,4.1,14.0,12.6,35.8,0.352,30.0,54.7,0.548
6,Lg Rank,,1,28,26,22.0,20,26,1.0,23,26,25,28,9,28,2022,27,5,11,18,19,14.0,26,24,27.0
7,Year/Year,,0.5%,7.1%,4.8%,0.01,9.6%,13.8%,-0.028,24.9%,7.2%,10.9%,6.5%,-5.5%,7.9%,2022,1.3%,-9.2%,-7.6%,10.8%,11.0%,-0.001,5.6%,1.1%,0.024
0,Team,82.0,19880,3516,7298,0.482,1691,2182,0.775,818,2930,3748,2072,1466,9608,2023,526,378,1154,885,2558,0.346,2631,4740,0.555
1,Team/G,,242.4,42.9,89.0,0.482,20.6,26.6,0.775,10.0,35.7,45.7,25.3,17.9,117.2,2023,6.4,4.6,14.1,10.8,31.2,0.346,32.1,57.8,0.555
2,Lg Rank,,5,8,13,10.0,2,1,20.0,18,2,6,15,1,6,2023,26,16,15,24,26,25.0,3,8,12.0
3,Year/Year,,-0.5%,3.0%,0.3%,0.013,22.5%,15.8%,0.042,4.6%,3.7%,3.9%,5.3%,-11.4%,4.5%,2023,-16.0%,-11.1%,-3.1%,-9.9%,-9.5%,-0.002,8.1%,6.4%,0.009
4,Opponent,82.0,19880,3607,7698,0.469,1319,1706,0.773,908,2770,3678,2104,1760,9561,2023,624,416,1035,1028,2991,0.344,2579,4707,0.548
5,Opponent/G,,242.4,44.0,93.9,0.469,16.1,20.8,0.773,11.1,33.8,44.9,25.7,21.5,116.6,2023,7.6,5.1,12.6,12.5,36.5,0.344,31.5,57.4,0.548
6,Lg Rank,,5,29,30,10.0,1,1,8.0,25,25,25,15,2,20,2023,19,23,27,20,25,2.0,28,28,13.0
7,Year/Year,,-0.5%,3.3%,3.7%,-0.002,-7.6%,-10.7%,0.026,0.7%,-5.1%,-3.8%,-2.3%,6.9%,1.3%,2023,-8.8%,23.1%,-10.2%,-0.4%,1.9%,-0.008,4.9%,4.9%,0.0
