,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Year,STL,BLK
3,Year/Year,,0.3%,2.9%,0.2%,0.011,24.3%,22.4%,0.006,-0.7%,-4.5%,0.018,8.9%,2.5%,0.043,-4.1%,-6.7%,-6.0%,5.7%,-6.4%,3.0%,5.2%,2005,-7.3%,1.1%
4,Opponent,82.0,19805,2712,6359,0.426,323,881,0.367,2389,5478,0.436,1501,1955,0.768,893,2403,3296,1385,1240,1891,7248,2005,594,421
5,Opponent/G,,241.5,33.1,77.5,0.426,3.9,10.7,0.367,29.1,66.8,0.436,18.3,23.8,0.768,10.9,29.3,40.2,16.9,15.1,23.1,88.4,2005,7.2,5.1
6,Lg Rank,,17,3,6,3.0,1,1,24.0,10,23,1.0,6,6,25.0,4,10,6,1,11,13,1,2005,9,23
7,Year/Year,,0.3%,3.8%,-0.5%,0.017,3.9%,-7.4%,0.04,3.8%,0.8%,0.013,9.4%,6.0%,0.024,-1.8%,-2.3%,-2.1%,-2.4%,-1.1%,2.9%,4.9%,2005,-6.5%,10.8%
0,Team,82.0,19805,2993,6342,0.472,524,1362,0.385,2469,4980,0.496,1327,1891,0.702,851,2548,3399,1717,1126,1714,7837,2006,543,467
1,Team/G,,241.5,36.5,77.3,0.472,6.4,16.6,0.385,30.1,60.7,0.496,16.2,23.1,0.702,10.4,31.1,41.5,20.9,13.7,20.9,95.6,2006,6.6,5.7
2,Lg Rank,,24,8,20,4.0,10,16,2.0,16,23,3.0,29,29,28.0,23,7,12,10,7,5,21,2006,23,6
3,Year/Year,,0.0%,2.4%,-1.7%,0.019,3.4%,-2.4%,0.021,2.2%,-1.5%,0.018,-13.6%,-10.8%,-0.022,-13.8%,2.4%,-2.2%,-3.0%,0.0%,-0.2%,-0.6%,2006,-11.4%,-14.0%
4,Opponent,82.0,19805,2782,6420,0.433,300,886,0.339,2482,5534,0.449,1414,1912,0.74,886,2417,3303,1336,1136,1709,7278,2006,599,343
5,Opponent/G,,241.5,33.9,78.3,0.433,3.7,10.8,0.339,30.3,67.5,0.449,17.2,23.3,0.74,10.8,29.5,40.3,16.3,13.9,20.8,88.8,2006,7.3,4.2
6,Lg Rank,,24,6,11,3.0,1,1,3.0,15,29,3.0,3,3,11.0,12,14,10,1,23,28,2,2006,21,6
7,Year/Year,,0.0%,2.6%,1.0%,0.007,-7.1%,0.6%,-0.028,3.9%,1.0%,0.012,-5.8%,-2.2%,-0.028,-0.8%,0.6%,0.2%,-3.5%,-8.4%,-9.6%,0.4%,2006,0.8%,-18.5%
0,Team,82.0,19780,2999,6328,0.474,595,1561,0.381,2404,4767,0.504,1486,1980,0.751,761,2577,3338,1814,1137,1588,8079,2007,587,417
1,Team/G,,241.2,36.6,77.2,0.474,7.3,19.0,0.381,29.3,58.1,0.504,18.1,24.1,0.751,9.3,31.4,40.7,22.1,13.9,19.4,98.5,2007,7.2,5.1
2,Lg Rank,,22,12,27,3.0,6,7,3.0,25,27,3.0,24,24,17.0,28,4,16,11,4,1,14,2007,15,10
3,Year/Year,,-0.1%,0.2%,-0.2%,0.002,13.5%,14.6%,-0.004,-2.6%,-4.3%,0.009,12.0%,4.7%,0.049,-10.6%,1.1%,-1.8%,5.6%,1.0%,-7.4%,3.1%,2007,8.1%,-10.7%
4,Opponent,82.0,19780,2860,6463,0.443,368,1101,0.334,2492,5362,0.465,1300,1756,0.74,829,2379,3208,1416,1176,1739,7388,2007,580,337
5,Opponent/G,,241.2,34.9,78.8,0.443,4.5,13.4,0.334,30.4,65.4,0.465,15.9,21.4,0.74,10.1,29.0,39.1,17.3,14.3,21.2,90.1,2007,7.1,4.1
6,Lg Rank,,22,8,13,4.0,1,2,2.0,14,28,3.0,1,1,6.0,4,8,6,1,24,24,1,2007,12,8
7,Year/Year,,-0.1%,2.8%,0.7%,0.009,22.7%,24.3%,-0.004,0.4%,-3.1%,0.016,-8.1%,-8.2%,0.001,-6.4%,-1.6%,-2.9%,6.0%,3.5%,1.8%,1.5%,2007,-3.2%,-1.7%
0,Team,82.0,19730,2938,6424,0.457,594,1610,0.369,2344,4814,0.487,1350,1774,0.761,771,2612,3383,1718,1035,1537,7820,2008,521,337
1,Team/G,,240.6,35.8,78.3,0.457,7.2,19.6,0.369,28.6,58.7,0.487,16.5,21.6,0.761,9.4,31.9,41.3,21.0,12.6,18.7,95.4,2008,6.4,4.1
2,Lg Rank,,25,25,28,14.0,9,10,11.0,28,28,13.0,26,27,15.0,27,10,23,21,4,2,27,2008,24,24
3,Year/Year,,-0.3%,-2.0%,1.5%,-0.017,-0.2%,3.1%,-0.012,-2.5%,1.0%,-0.017,-9.2%,-10.4%,0.01,1.3%,1.4%,1.3%,-5.3%,-9.0%,-3.2%,-3.2%,2008,-11.2%,-19.2%
4,Opponent,82.0,19730,2857,6431,0.444,420,1227,0.342,2437,5204,0.468,1293,1710,0.756,776,2527,3303,1490,1058,1625,7427,2008,566,361
5,Opponent/G,,240.6,34.8,78.4,0.444,5.1,15.0,0.342,29.7,63.5,0.468,15.8,20.9,0.756,9.5,30.8,40.3,18.2,12.9,19.8,90.6,2008,6.9,4.4
6,Lg Rank,,25,4,4,5.0,3,3,3.0,9,17,5.0,2,2,18.0,1,17,6,1,27,24,3,2008,9,10
7,Year/Year,,-0.3%,-0.1%,-0.5%,0.002,14.1%,11.4%,0.008,-2.2%,-2.9%,0.004,-0.5%,-2.6%,0.016,-6.4%,6.2%,3.0%,5.2%,-10.0%,-6.6%,0.5%,2008,-2.4%,7.1%
0,Team,82.0,19905,3042,6534,0.466,625,1620,0.386,2417,4914,0.492,1249,1641,0.761,728,2638,3366,1736,963,1546,7958,2009,474,329
1,Team/G,,242.7,37.1,79.7,0.466,7.6,19.8,0.386,29.5,59.9,0.492,15.2,20.0,0.761,8.9,32.2,41.0,21.2,11.7,18.9,97.0,2009,5.8,4.0
2,Lg Rank,,4,12,19,7.0,6,10,3.0,21,23,9.0,30,30,19.0,30,4,18,12,1,1,23,2009,30,27
3,Year/Year,,0.9%,3.5%,1.7%,0.008,5.2%,0.6%,0.017,3.1%,2.1%,0.005,-7.5%,-7.5%,0.0,-5.6%,1.0%,-0.5%,1.0%,-7.0%,0.6%,1.8%,2009,-9.0%,-2.4%
4,Opponent,82.0,19905,2973,6568,0.453,447,1180,0.379,2526,5388,0.469,1257,1635,0.769,745,2570,3315,1481,961,1511,7650,2009,531,352
5,Opponent/G,,242.7,36.3,80.1,0.453,5.5,14.4,0.379,30.8,65.7,0.469,15.3,19.9,0.769,9.1,31.3,40.4,18.1,11.7,18.4,93.3,2009,6.5,4.3
6,Lg Rank,,4,12,15,9.0,3,1,24.0,18,24,6.0,1,1,13.0,1,24,11,1,30,30,2,2009,8,8
7,Year/Year,,0.9%,4.1%,2.1%,0.008,6.4%,-3.8%,0.037,3.7%,3.5%,0.001,-2.8%,-4.4%,0.013,-4.0%,1.7%,0.4%,-0.6%,-9.2%,-7.0%,3.0%,2009,-6.2%,-2.5%
0,Team,82.0,19780,3150,6659,0.473,554,1547,0.358,2596,5112,0.508,1458,1969,0.74,887,2621,3508,1829,1116,1669,8312,2010,516,381
1,Team/G,,241.2,38.4,81.2,0.473,6.8,18.9,0.358,31.7,62.3,0.508,17.8,24.0,0.74,10.8,32.0,42.8,22.3,13.6,20.4,101.4,2010,6.3,4.6
2,Lg Rank,,17,8,18,6.0,11,11,11.0,14,20,7.0,19,18,24.0,18,5,9,7,10,13,15,2010,26,22
3,Year/Year,,-0.6%,3.6%,1.9%,0.007,-11.4%,-4.5%,-0.028,7.4%,4.0%,0.016,16.7%,20.0%,-0.021,21.8%,-0.6%,4.2%,5.4%,15.9%,8.0%,4.4%,2010,8.9%,15.8%
4,Opponent,82.0,19780,3025,6691,0.452,412,1200,0.343,2613,5491,0.476,1433,1896,0.756,814,2427,3241,1576,1032,1672,7895,2010,567,417
5,Opponent/G,,241.2,36.9,81.6,0.452,5.0,14.6,0.343,31.9,67.0,0.476,17.5,23.1,0.756,9.9,29.6,39.5,19.2,12.6,20.4,96.3,2010,6.9,5.1
6,Lg Rank,,17,11,13,12.0,1,1,8.0,20,28,6.0,10,9,13.0,5,10,5,3,30,19,8,2010,8,20
7,Year/Year,,-0.6%,1.7%,1.9%,-0.001,-7.8%,1.7%,-0.035,3.4%,1.9%,0.007,14.0%,16.0%,-0.013,9.3%,-5.6%,-2.2%,6.4%,7.4%,10.7%,3.2%,2010,6.8%,18.5%
0,Team,82.0,19780,3148,6628,0.475,685,1727,0.397,2463,4901,0.503,1521,1984,0.767,829,2603,3432,1836,1101,1556,8502,2011,602,372
1,Team/G,,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30.0,59.8,0.503,18.5,24.2,0.767,10.1,31.7,41.9,22.4,13.4,19.0,103.7,2011,7.3,4.5
2,Lg Rank,,20,5,16,4.0,4,7,1.0,22,26,7.0,11,14,14.0,23,9,12,8,6,3,6,2011,14,18
3,Year/Year,,0.0%,-0.1%,-0.5%,0.002,23.6%,11.6%,0.039,-5.1%,-4.1%,-0.005,4.3%,0.8%,0.026,-6.5%,-0.7%,-2.2%,0.4%,-1.3%,-6.8%,2.3%,2011,16.7%,-2.4%
4,Opponent,82.0,19780,3127,6860,0.456,479,1305,0.367,2648,5555,0.477,1301,1698,0.766,884,2494,3378,1685,1095,1701,8034,2011,567,374
5,Opponent/G,,241.2,38.1,83.7,0.456,5.8,15.9,0.367,32.3,67.7,0.477,15.9,20.7,0.766,10.8,30.4,41.2,20.5,13.4,20.7,98.0,2011,6.9,4.6
6,Lg Rank,,20,20,24,12.0,7,3,22.0,25,29,8.0,2,2,18.0,16,17,17,9,26,17,14,2011,6,12
7,Year/Year,,0.0%,3.4%,2.5%,0.004,16.3%,8.7%,0.024,1.3%,1.2%,0.001,-9.2%,-10.4%,0.01,8.6%,2.8%,4.2%,6.9%,6.1%,1.7%,1.8%,2011,0.0%,-10.3%
0,Team,66.0,15940,2611,5463,0.478,552,1405,0.393,2059,4058,0.507,1067,1427,0.748,683,2153,2836,1528,895,1143,6841,2012,490,293
1,Team/G,,241.5,39.6,82.8,0.478,8.4,21.3,0.393,31.2,61.5,0.507,16.2,21.6,0.748,10.3,32.6,43.0,23.2,13.6,17.3,103.7,2012,7.4,4.4
2,Lg Rank,,16,1,7,1.0,2,7,1.0,10,21,3.0,18,17,19.0,25,5,9,4,3,3,2,2012,20,24
3,Year/Year,,0.1%,3.0%,2.4%,0.003,0.1%,1.1%,-0.004,3.9%,2.9%,0.005,-12.8%,-10.6%,-0.019,2.4%,2.8%,2.7%,3.4%,1.0%,-8.7%,-0.0%,2012,1.1%,-2.1%
4,Opponent,66.0,15940,2512,5560,0.452,412,1166,0.353,2100,4394,0.478,932,1233,0.756,680,2039,2719,1291,906,1244,6368,2012,489,330
5,Opponent/G,,241.5,38.1,84.2,0.452,6.2,17.7,0.353,31.8,66.6,0.478,14.1,18.7,0.756,10.3,30.9,41.2,19.6,13.7,18.8,96.5,2012,7.4,5.0
6,Lg Rank,,16,25,25,17.0,11,10,19.0,25,26,14.0,2,2,18.0,3,15,11,5,24,21,16,2012,5,16
7,Year/Year,,0.1%,-0.2%,0.7%,-0.004,6.9%,11.0%,-0.014,-1.5%,-1.7%,0.001,-11.0%,-9.8%,-0.01,-4.4%,1.6%,0.0%,-4.8%,2.8%,-9.1%,-1.5%,2012,7.2%,9.6%
0,Team,82.0,19880,3210,6675,0.481,663,1764,0.376,2547,4911,0.519,1365,1725,0.791,666,2721,3387,2058,1206,1427,8448,2013,695,446
1,Team/G,,242.4,39.1,81.4,0.481,8.1,21.5,0.376,31.1,59.9,0.519,16.6,21.0,0.791,8.1,33.2,41.3,25.1,14.7,17.4,103.0,2013,8.5,5.4
2,Lg Rank,,4,2,19,2.0,7,7,4.0,6,22,3.0,15,21,3.0,29,4,21,1,17,1,4,2013,6,9
3,Year/Year,,0.4%,-1.0%,-1.7%,0.003,-3.3%,1.1%,-0.017,-0.4%,-2.6%,0.011,3.0%,-2.7%,0.044,-21.5%,1.7%,-3.9%,8.4%,8.5%,0.5%,-0.6%,2013,14.2%,22.5%
4,Opponent,82.0,19880,3079,6960,0.442,519,1471,0.353,2560,5489,0.466,1246,1639,0.76,912,2577,3489,1756,1221,1565,7923,2013,675,405
5,Opponent/G,,242.4,37.5,84.9,0.442,6.3,17.9,0.353,31.2,66.9,0.466,15.2,20.0,0.76,11.1,31.4,42.5,21.4,14.9,19.1,96.6,2013,8.2,4.9
6,Lg Rank,,4,19,26,8.0,5,5,12.0,25,30,4.0,5,4,22.0,18,16,18,8,12,23,11,2013,23,16
7,Year/Year,,0.4%,-1.3%,0.8%,-0.009,1.4%,1.5%,-0.001,-1.9%,0.5%,-0.012,7.6%,7.0%,0.004,7.9%,1.7%,3.3%,9.5%,8.5%,1.3%,0.1%,2013,11.1%,-1.2%
0,Team,82.0,19755,3326,6844,0.486,698,1757,0.397,2628,5087,0.517,1289,1642,0.785,762,2786,3548,2064,1180,1495,8639,2014,604,420
1,Team/G,,240.9,40.6,83.5,0.486,8.5,21.4,0.397,32.0,62.0,0.517,15.7,20.0,0.785,9.3,34.0,43.3,25.2,14.4,18.2,105.4,2014,7.4,5.1
2,Lg Rank,,25,1,13,2.0,12,16,1.0,3,14,4.0,27,30,4.0,26,4,12,1,11,2,6,2014,20,9
3,Year/Year,,-0.6%,3.6%,2.5%,0.005,5.3%,-0.4%,0.021,3.2%,3.6%,-0.002,-5.6%,-4.8%,-0.006,14.4%,2.4%,4.8%,0.3%,-2.2%,4.8%,2.3%,2014,-13.1%,-5.8%
4,Opponent,82.0,19755,3096,6976,0.444,529,1500,0.353,2567,5476,0.469,1285,1691,0.76,862,2600,3462,1669,1137,1585,8006,2014,628,379
5,Opponent/G,,240.9,37.8,85.1,0.444,6.5,18.3,0.353,31.3,66.8,0.469,15.7,20.6,0.76,10.5,31.7,42.2,20.4,13.9,19.3,97.6,2014,7.7,4.6
6,Lg Rank,,25,14,25,8.0,1,1,10.0,26,28,6.0,4,5,20.0,11,15,12,6,25,25,6,2014,15,15
7,Year/Year,,-0.6%,0.6%,0.2%,0.001,1.9%,2.0%,-0.0,0.3%,-0.2%,0.002,3.1%,3.2%,-0.0,-5.5%,0.9%,-0.8%,-5.0%,-6.9%,1.3%,1.0%,2014,-7.0%,-6.4%
0,Team,82.0,19955,3208,6854,0.468,677,1847,0.367,2531,5007,0.505,1368,1754,0.78,806,2772,3578,2000,1146,1564,8461,2015,657,444
1,Team/G,,243.4,39.1,83.6,0.468,8.3,22.5,0.367,30.9,61.1,0.505,16.7,21.4,0.78,9.8,33.8,43.6,24.4,14.0,19.1,103.2,2015,8.0,5.4
2,Lg Rank,,1,4,11,3.0,12,15,6.0,8,16,6.0,17,23,4.0,27,8,15,5,13,8,7,2015,11,8
3,Year/Year,,1.0%,-3.5%,0.1%,-0.018,-3.0%,5.1%,-0.031,-3.7%,-1.6%,-0.011,6.1%,6.8%,-0.005,5.8%,-0.5%,0.8%,-3.1%,-2.9%,4.6%,-2.1%,2015,8.8%,5.7%
4,Opponent,82.0,19955,3044,6861,0.444,558,1550,0.36,2486,5311,0.468,1307,1754,0.745,813,2643,3456,1699,1167,1613,7953,2015,648,362
5,Opponent/G,,243.4,37.1,83.7,0.444,6.8,18.9,0.36,30.3,64.8,0.468,15.9,21.4,0.745,9.9,32.2,42.1,20.7,14.2,19.7,97.0,2015,7.9,4.4
6,Lg Rank,,1,12,17,13.0,4,1,24.0,20,27,6.0,9,11,11.0,4,15,7,7,16,19,3,2015,19,9
7,Year/Year,,1.0%,-1.7%,-1.6%,-0.0,5.5%,3.3%,0.007,-3.2%,-3.0%,-0.001,1.7%,3.7%,-0.015,-5.7%,1.7%,-0.2%,1.8%,2.6%,1.8%,-0.7%,2015,3.2%,-4.5%
0,Team,82.0,19705,3289,6797,0.484,570,1518,0.375,2719,5279,0.515,1342,1672,0.803,770,2831,3601,2010,1071,1433,8490,2016,677,485
1,Team/G,,240.3,40.1,82.9,0.484,7.0,18.5,0.375,33.2,64.4,0.515,16.4,20.4,0.803,9.4,34.5,43.9,24.5,13.1,17.5,103.5,2016,8.3,5.9
2,Lg Rank,,29,3,24,2.0,25,26,2.0,1,7,3.0,25,28,2.0,25,5,15,3,4,1,10,2016,11,6
3,Year/Year,,-1.3%,2.5%,-0.8%,0.016,-15.8%,-17.8%,0.009,7.4%,5.4%,0.01,-1.9%,-4.7%,0.023,-4.5%,2.1%,0.6%,0.5%,-6.5%,-8.4%,0.3%,2016,3.0%,9.2%
4,Opponent,82.0,19705,2928,6709,0.436,541,1634,0.331,2387,5075,0.47,1221,1611,0.758,747,2576,3323,1707,1214,1597,7618,2016,592,317
5,Opponent/G,,240.3,35.7,81.8,0.436,6.6,19.9,0.331,29.1,61.9,0.47,14.9,19.6,0.758,9.1,31.4,40.5,20.8,14.8,19.5,92.9,2016,7.2,3.9
6,Lg Rank,,29,2,3,4.0,1,1,1.0,10,23,2.0,1,2,19.0,4,5,3,4,14,22,1,2016,8,2
7,Year/Year,,-1.3%,-3.8%,-2.2%,-0.007,-3.0%,5.4%,-0.029,-4.0%,-4.4%,0.002,-6.6%,-8.2%,0.013,-8.1%,-2.5%,-3.8%,0.5%,4.0%,-1.0%,-4.2%,2016,-8.6%,-12.4%
0,Team,82.0,19805,3222,6864,0.469,753,1927,0.391,2469,4937,0.5,1440,1806,0.797,821,2777,3598,1954,1101,1498,8637,2017,655,484
1,Team/G,,241.5,39.3,83.7,0.469,9.2,23.5,0.391,30.1,60.2,0.5,17.6,22.0,0.797,10.0,33.9,43.9,23.8,13.4,18.3,105.3,2017,8.0,5.9
2,Lg Rank,,13,14,24,7.0,17,25,1.0,13,11,15.0,18,24,7.0,16,12,11,7,10,7,14,2017,11,2
3,Year/Year,,0.5%,-2.0%,1.0%,-0.014,32.1%,26.9%,0.015,-9.2%,-6.5%,-0.015,7.3%,8.0%,-0.005,6.6%,-1.9%,-0.1%,-2.8%,2.8%,4.5%,1.7%,2017,-3.2%,-0.2%
4,Opponent,82.0,19805,3032,6839,0.443,668,1942,0.344,2364,4897,0.483,1315,1705,0.771,800,2600,3400,1757,1184,1623,8047,2017,614,333
5,Opponent/G,,241.5,37.0,83.4,0.443,8.1,23.7,0.344,28.8,59.7,0.483,16.0,20.8,0.771,9.8,31.7,41.5,21.4,14.4,19.8,98.1,2017,7.5,4.1
6,Lg Rank,,13,3,9,4.0,2,3,5.0,10,18,2.0,7,7,14.0,9,5,5,6,12,17,2,2017,14,5
7,Year/Year,,0.5%,3.6%,1.9%,0.007,23.5%,18.8%,0.013,-1.0%,-3.5%,0.012,7.7%,5.8%,0.013,7.1%,0.9%,2.3%,2.9%,-2.5%,1.6%,5.6%,2017,3.7%,5.0%
0,Team,82.0,19730,3202,6999,0.457,696,1977,0.352,2506,5022,0.499,1324,1715,0.772,849,2777,3626,1868,1078,1408,8424,2018,628,460
1,Team/G,,240.6,39.0,85.4,0.457,8.5,24.1,0.352,30.6,61.2,0.499,16.1,20.9,0.772,10.4,33.9,44.2,22.8,13.1,17.2,102.7,2018,7.7,5.6
2,Lg Rank,,23,17,22,16.0,28,27,26.0,9,5,20.0,19,18,13.0,6,14,11,15,4,1,27,2018,14,4
3,Year/Year,,-0.4%,-0.6%,2.0%,-0.012,-7.6%,2.6%,-0.039,1.5%,1.7%,-0.001,-8.1%,-5.0%,-0.025,3.4%,0.0%,0.8%,-4.4%,-2.1%,-6.0%,-2.5%,2018,-4.1%,-5.0%
4,Opponent,82.0,19730,3131,6911,0.453,750,2154,0.348,2381,4757,0.501,1175,1549,0.759,756,2731,3487,1786,1155,1619,8187,2018,622,318
5,Opponent/G,,240.6,38.2,84.3,0.453,9.1,26.3,0.348,29.0,58.0,0.501,14.3,18.9,0.759,9.2,33.3,42.5,21.8,14.1,19.7,99.8,2018,7.6,3.9
6,Lg Rank,,23,6,8,8.0,3,4,4.0,16,21,8.0,1,3,9.0,8,14,10,8,20,18,1,2018,14,2
7,Year/Year,,-0.4%,3.3%,1.1%,0.01,12.3%,10.9%,0.004,0.7%,-2.9%,0.018,-10.6%,-9.1%,-0.013,-5.5%,5.0%,2.6%,1.7%,-2.4%,-0.2%,1.7%,2018,1.3%,-4.5%
0,Team,82.0,19805,3468,7248,0.478,812,2071,0.392,2656,5177,0.513,1408,1720,0.819,757,2910,3667,2013,992,1487,9156,2019,501,386
1,Team/G,,241.5,42.3,88.4,0.478,9.9,25.3,0.392,32.4,63.1,0.513,17.2,21.0,0.819,9.2,35.5,44.7,24.5,12.1,18.1,111.7,2019,6.1,4.7
2,Lg Rank,,15,8,17,2.0,26,30,1.0,2,2,18.0,20,24,1.0,27,12,21,16,1,1,18,2019,30,21
3,Year/Year,,0.4%,8.3%,3.6%,0.021,16.7%,4.8%,0.04,6.0%,3.1%,0.014,6.3%,0.3%,0.047,-10.8%,4.8%,1.1%,7.8%,-8.0%,5.6%,8.7%,2019,-20.2%,-16.1%
4,Opponent,82.0,19805,3404,7354,0.463,961,2678,0.359,2443,4676,0.522,1249,1654,0.755,756,2844,3600,2025,999,1611,9018,2019,589,332
5,Opponent/G,,241.5,41.5,89.7,0.463,11.7,32.7,0.359,29.8,57.0,0.522,15.2,20.2,0.755,9.2,34.7,43.9,24.7,12.2,19.6,110.0,2019,7.2,4.0
6,Lg Rank,,15,16,18,18.0,18,18,18.0,13,14,17.0,2,1,6.0,4,15,7,18,30,25,12,2019,8,3
7,Year/Year,,0.4%,8.7%,6.4%,0.01,28.1%,24.3%,0.011,2.6%,-1.7%,0.022,6.3%,6.8%,-0.003,0.0%,4.1%,3.2%,13.4%,-13.5%,-0.5%,10.2%,2019,-5.3%,4.4%
0,Team,71.0,17215,2995,6350,0.472,760,2021,0.376,2235,4329,0.516,1348,1664,0.81,640,2530,3170,1751,895,1377,8098,2020,518,390
1,Team/G,,242.5,42.2,89.4,0.472,10.7,28.5,0.376,31.5,61.0,0.516,19.0,23.4,0.81,9.0,35.6,44.6,24.7,12.6,19.4,114.1,2020,7.3,5.5
2,Lg Rank,,21,6,12,5.0,26,28,4.0,3,1,22.0,8,13,2.0,27,9,15,13,1,5,8,2020,22,6
3,Year/Year,,0.4%,-0.3%,1.2%,-0.007,8.1%,12.7%,-0.016,-2.8%,-3.4%,0.003,10.6%,11.7%,-0.009,-2.4%,0.4%,-0.2%,0.5%,4.2%,6.9%,2.1%,2020,19.4%,16.7%
4,Opponent,71.0,17215,3004,6402,0.469,931,2493,0.373,2073,3909,0.53,1238,1594,0.777,665,2551,3216,1825,937,1424,8177,2020,486,308
5,Opponent/G,,242.5,42.3,90.2,0.469,13.1,35.1,0.373,29.2,55.1,0.53,17.4,22.5,0.777,9.4,35.9,45.3,25.7,13.2,20.1,115.2,2020,6.8,4.3
6,Lg Rank,,21,25,20,20.0,26,24,25.0,16,16,19.0,13,11,17.0,6,26,17,27,25,23,25,2020,2,7
7,Year/Year,,0.4%,1.9%,0.5%,0.006,11.9%,7.5%,0.015,-2.0%,-3.5%,0.008,14.5%,11.3%,0.022,1.6%,3.6%,3.2%,4.1%,8.3%,2.1%,4.7%,2020,-4.7%,7.1%
0,Team,72.0,17480,3014,6518,0.462,716,2046,0.35,2298,4472,0.514,1254,1584,0.792,669,2489,3158,1759,821,1293,7998,2021,505,366
1,Team/G,,242.8,41.9,90.5,0.462,9.9,28.4,0.35,31.9,62.1,0.514,17.4,22.0,0.792,9.3,34.6,43.9,24.4,11.4,18.0,111.1,2021,7.0,5.1
2,Lg Rank,,1,11,7,20.0,30,30,24.0,2,1,24.0,9,12,10.0,24,16,18,16,2,3,20,2021,22,10
3,Year/Year,,0.1%,-0.8%,1.2%,-0.009,-7.1%,-0.2%,-0.026,1.4%,1.9%,-0.002,-8.3%,-6.1%,-0.018,3.1%,-3.0%,-1.8%,-0.9%,-9.5%,-7.4%,-2.6%,2021,-3.9%,-7.5%
4,Opponent,72.0,17480,3055,6469,0.472,885,2350,0.377,2170,4119,0.527,1128,1489,0.758,732,2681,3413,1784,949,1338,8123,2021,454,369
5,Opponent/G,,242.8,42.4,89.8,0.472,12.3,32.6,0.377,30.1,57.2,0.527,15.7,20.7,0.758,10.2,37.2,47.4,24.8,13.2,18.6,112.8,2021,6.3,5.1
6,Lg Rank,,1,24,24,22.0,11,9,23.0,27,27,13.0,7,9,2.0,24,28,29,14,19,22,19,2021,2,19
7,Year/Year,,0.1%,0.3%,-0.4%,0.003,-6.3%,-7.0%,0.003,3.2%,3.9%,-0.003,-10.2%,-7.9%,-0.019,8.5%,3.6%,4.7%,-3.6%,-0.1%,-7.3%,-2.0%,2021,-7.9%,18.1%
0,Team,82.0,19805,3546,7601,0.467,925,2626,0.352,2621,4975,0.527,1262,1673,0.754,901,2815,3716,2289,1042,1483,9279,2022,626,403
1,Team/G,,241.5,43.2,92.7,0.467,11.3,32.0,0.352,32.0,60.7,0.527,15.4,20.4,0.754,11.0,34.3,45.3,27.9,12.7,18.1,113.2,2022,7.6,4.9
2,Lg Rank,,8,3,2,14.0,26,25,18.0,3,2,22.0,29,25,25.0,7,13,9,2,5,2,8,2022,11,10
3,Year/Year,,-0.5%,3.3%,2.4%,0.004,13.4%,12.7%,0.002,0.1%,-2.3%,0.013,-11.6%,-7.3%,-0.037,18.3%,-0.7%,3.3%,14.3%,11.4%,0.7%,1.9%,2022,8.8%,-3.3%
4,Opponent,82.0,19805,3482,7475,0.466,992,2756,0.36,2490,4719,0.528,1313,1711,0.767,933,2902,3835,1970,1131,1553,9269,2022,601,403
5,Opponent/G,,241.5,42.5,91.2,0.466,12.1,33.6,0.36,30.4,57.5,0.528,16.0,20.9,0.767,11.4,35.4,46.8,24.0,13.8,18.9,113.0,2022,7.3,4.9
6,Lg Rank,,8,26,30,19.0,13,8,20.0,27,30,14.0,9,10,10.0,29,25,26,10,14,24,23,2022,10,21
7,Year/Year,,-0.5%,0.1%,1.5%,-0.006,-1.6%,3.0%,-0.017,0.8%,0.6%,0.001,2.2%,0.9%,0.01,11.9%,-5.0%,-1.3%,-3.0%,4.6%,1.9%,0.2%,2022,16.2%,-4.1%
0,Team,82.0,19855,3533,7593,0.465,911,2640,0.345,2622,4953,0.529,1292,1739,0.743,965,2619,3584,2232,1253,1630,9269,2023,572,322
1,Team/G,,242.1,43.1,92.6,0.465,11.1,32.2,0.345,32.0,60.4,0.529,15.8,21.2,0.743,11.8,31.9,43.7,27.2,15.3,19.9,113.0,2023,7.0,3.9
2,Lg Rank,,8,6,1,25.0,22,20,26.0,4,2,26.0,30,29,28.0,7,23,12,5,26,12,23,2023,22,26
3,Year/Year,,0.3%,-0.4%,-0.1%,-0.001,-1.5%,0.5%,-0.007,0.0%,-0.4%,0.003,2.4%,3.9%,-0.011,7.1%,-7.0%,-3.6%,-2.5%,20.2%,9.9%,-0.1%,2023,-8.6%,-20.1%
4,Opponent,82.0,19855,3780,7460,0.507,1036,2651,0.391,2744,4809,0.571,1496,1942,0.77,877,2811,3688,2198,1135,1516,10092,2023,665,431
5,Opponent/G,,242.1,46.1,91.0,0.507,12.6,32.3,0.391,33.5,58.6,0.571,18.2,23.7,0.77,10.7,34.3,45.0,26.8,13.8,18.5,123.1,2023,8.1,5.3
6,Lg Rank,,8,30,27,30.0,22,5,30.0,30,29,30.0,11,16,5.0,18,27,26,29,17,29,30,2023,28,25
7,Year/Year,,0.3%,8.6%,-0.2%,0.041,4.4%,-3.8%,0.031,10.2%,1.9%,0.043,13.9%,13.5%,0.003,-6.0%,-3.1%,-3.8%,11.6%,0.4%,-2.4%,8.9%,2023,10.6%,6.9%
