,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
7,Year/Year,,0.1%,-4.9%,0.2%,-0.024,-12.2%,-13.6%,0.012,0.8%,-0.5%,-0.3%,-3.1%,-9.7%,-6.7%,2021,-8.7%,7.6%,-7.2%,-9.7%,2.1%,-0.044,-2.5%,-1.0%,-0.008
0,Team,82.0,19780,3088,7069,0.437,1473,1980,0.744,941,2841,3782,1793,1672,8731,2022,570,399,1087,1082,3029,0.357,2006,4040,0.497
1,Team/G,,241.2,37.7,86.2,0.437,18.0,24.1,0.744,11.5,34.6,46.1,21.9,20.4,106.5,2022,7.0,4.9,13.3,13.2,36.9,0.357,24.5,49.3,0.497
2,Lg Rank,,13,30,24,27.0,5,2,26.0,4,11,4,30,23,26,2022,27,13,10,9,10,13.0,30,25,30.0
3,Year/Year,,-0.4%,-4.5%,-0.3%,-0.019,9.5%,15.4%,-0.04,18.7%,-2.3%,2.2%,2.2%,-0.3%,-0.5%,2022,-1.3%,-4.0%,2.4%,12.2%,23.0%,-0.034,-11.6%,-12.7%,0.006
4,Opponent,82.0,19780,3154,7050,0.447,1395,1826,0.764,766,2812,3578,1982,1671,8741,2022,572,379,1039,1038,3032,0.342,2116,4018,0.527
5,Opponent/G,,241.2,38.5,86.0,0.447,17.0,22.3,0.764,9.3,34.3,43.6,24.2,20.4,106.6,2022,7.0,4.6,12.7,12.7,37.0,0.342,25.8,49.0,0.527
6,Lg Rank,,13,4,6,5.0,16,17,8.0,3,19,10,13,5,6,2022,3,13,28,19,24,6.0,3,3,11.0
7,Year/Year,,-0.4%,1.4%,-0.3%,0.008,0.7%,0.3%,0.003,-3.2%,-0.4%,-1.0%,2.6%,14.1%,1.8%,2022,6.4%,-14.9%,-0.6%,5.5%,3.8%,0.006,-0.4%,-3.2%,0.015
0,Team,82.0,19955,3444,7328,0.47,1589,2087,0.761,1031,2790,3821,1880,1666,9514,2023,527,340,1065,1037,2930,0.354,2407,4398,0.547
1,Team/G,,243.4,42.0,89.4,0.47,19.4,25.5,0.761,12.6,34.0,46.6,22.9,20.3,116.0,2023,6.4,4.1,13.0,12.6,35.7,0.354,29.4,53.6,0.547
2,Lg Rank,,2,17,12,20.0,7,3,22.0,3,8,3,28,18,11,2023,25,23,4,11,8,19.0,18,17,18.0
3,Year/Year,,0.9%,11.5%,3.7%,0.033,7.9%,5.4%,0.017,9.6%,-1.8%,1.0%,4.9%,-0.4%,9.0%,2023,-7.5%,-14.8%,-2.0%,-4.2%,-3.3%,-0.003,20.0%,8.9%,0.051
4,Opponent,82.0,19955,3343,7229,0.462,1520,1943,0.782,830,2617,3447,2062,1694,9274,2023,496,370,1044,1068,2992,0.357,2275,4237,0.537
5,Opponent/G,,243.4,40.8,88.2,0.462,18.5,23.7,0.782,10.1,31.9,42.0,25.1,20.7,113.1,2023,6.0,4.5,12.7,13.0,36.5,0.357,27.7,51.7,0.537
6,Lg Rank,,2,8,14,3.0,17,17,18.0,10,5,7,13,5,13,2023,2,14,25,27,26,12.0,3,7,10.0
7,Year/Year,,0.9%,6.0%,2.5%,0.015,9.0%,6.4%,0.018,8.4%,-6.9%,-3.7%,4.0%,1.4%,6.1%,2023,-13.3%,-2.4%,0.5%,2.9%,-1.3%,0.015,7.5%,5.5%,0.01
