,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
3,Year/Year,,0.6%,-5.9%,-1.9%,-0.019,10.1%,12.5%,-0.007,-10.5%,-8.0%,-0.014,4.9%,-0.7%,0.042,-12.5%,6.6%,1.9%,-1.8%,-15.5%,-17.5%,-1.4%,-3.0%,-2.8%,2016
4,Opponent,82.0,20005,3144,6971,0.451,743,2170,0.342,2401,4801,0.5,1382,1873,0.738,868,2887,3755,1800,617,363,1142,1757,8413,2016
5,Opponent/G,,244.0,38.3,85.0,0.451,9.1,26.5,0.342,29.3,58.5,0.5,16.9,22.8,0.738,10.6,35.2,45.8,22.0,7.5,4.4,13.9,21.4,102.6,2016
6,Lg Rank,,1,14,18,15.0,22,26,9.0,11,5,20.0,11,12,4.0,16,26,24,14,11,8,18,8,14,2016
7,Year/Year,,0.6%,0.9%,0.6%,0.001,0.3%,6.7%,-0.022,1.1%,-1.9%,0.015,-2.3%,-0.3%,-0.015,-13.7%,3.9%,-0.8%,-1.6%,2.5%,15.6%,-14.7%,-3.2%,0.3%,2016
0,Team,82.0,19780,2968,6750,0.44,878,2473,0.355,2090,4277,0.489,1215,1516,0.801,647,2516,3163,1705,614,307,972,1567,8029,2017
1,Team/G,,241.2,36.2,82.3,0.44,10.7,30.2,0.355,25.5,52.2,0.489,14.8,18.5,0.801,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,97.9,2017
2,Lg Rank,,18,30,27,29.0,5,6,16.0,30,27,25.0,29,30,4.0,30,30,30,27,19,30,2,9,30,2017
3,Year/Year,,-1.1%,-3.1%,-2.2%,-0.004,8.9%,5.6%,0.011,-7.4%,-6.2%,-0.007,-16.4%,-17.2%,0.007,-13.8%,-9.5%,-10.4%,-6.0%,9.6%,0.3%,-7.2%,-1.8%,-4.3%,2017
4,Opponent,82.0,19780,3035,6477,0.469,788,2074,0.38,2247,4403,0.51,1411,1827,0.772,727,2923,3650,1743,535,280,1225,1591,8269,2017
5,Opponent/G,,241.2,37.0,79.0,0.469,9.6,25.3,0.38,27.4,53.7,0.51,17.2,22.3,0.772,8.9,35.6,44.5,21.3,6.5,3.4,14.9,19.4,100.8,2017
6,Lg Rank,,18,4,2,27.0,12,7,29.0,2,3,23.0,10,11,18.0,2,27,24,5,1,2,6,21,4,2017
7,Year/Year,,-1.1%,-3.5%,-7.1%,0.018,6.1%,-4.4%,0.038,-6.4%,-8.3%,0.01,2.1%,-2.5%,0.034,-16.2%,1.2%,-2.8%,-3.2%,-13.3%,-22.9%,7.3%,-9.4%,-1.7%,2017
0,Team,82.0,19805,3128,7042,0.444,967,2688,0.36,2161,4354,0.496,1167,1530,0.763,666,2717,3383,1858,578,310,1008,1578,8390,2018
1,Team/G,,241.5,38.1,85.9,0.444,11.8,32.8,0.36,26.4,53.1,0.496,14.2,18.7,0.763,8.1,33.1,41.3,22.7,7.0,3.8,12.3,19.2,102.3,2018
2,Lg Rank,,12,29,17,26.0,5,4,17.0,28,27,21.0,29,29,19.0,30,21,27,19,25,29,1,10,28,2018
3,Year/Year,,0.1%,5.4%,4.3%,0.004,10.1%,8.7%,0.005,3.4%,1.8%,0.008,-4.0%,0.9%,-0.039,2.9%,8.0%,7.0%,9.0%,-5.9%,1.0%,3.7%,0.7%,4.5%,2018
4,Opponent,82.0,19805,3219,6870,0.469,874,2411,0.363,2345,4459,0.526,1327,1754,0.757,725,3027,3752,1929,594,369,1127,1604,8639,2018
5,Opponent/G,,241.5,39.3,83.8,0.469,10.7,29.4,0.363,28.6,54.4,0.526,16.2,21.4,0.757,8.8,36.9,45.8,23.5,7.2,4.5,13.7,19.6,105.4,2018
6,Lg Rank,,12,14,5,23.0,16,16,15.0,10,6,25.0,13,16,6.0,5,29,27,15,7,8,23,20,12,2018
7,Year/Year,,0.1%,6.1%,6.1%,-0.0,10.9%,16.2%,-0.017,4.4%,1.3%,0.016,-6.0%,-4.0%,-0.016,-0.3%,3.6%,2.8%,10.7%,11.0%,31.8%,-8.0%,0.8%,4.5%,2018
0,Team,82.0,19780,3182,7122,0.447,1022,3002,0.34,2160,4120,0.524,1541,2076,0.742,832,2884,3716,1918,533,351,1167,1650,8927,2019
1,Team/G,,241.2,38.8,86.9,0.447,12.5,36.6,0.34,26.3,50.2,0.524,18.8,25.3,0.742,10.1,35.2,45.3,23.4,6.5,4.3,14.2,20.1,108.9,2019
2,Lg Rank,,18,28,28,27.0,7,4,27.0,29,29,13.0,7,5,25.0,16,14,16,22,29,26,20,8,21,2019
3,Year/Year,,-0.1%,1.7%,1.1%,0.003,5.7%,11.7%,-0.019,-0.0%,-5.4%,0.028,32.0%,35.7%,-0.02,24.9%,6.1%,9.8%,3.2%,-7.8%,13.2%,15.8%,4.6%,6.4%,2019
4,Opponent,82.0,19780,3357,7315,0.459,918,2667,0.344,2439,4648,0.525,1400,1802,0.777,836,2840,3676,2011,643,368,1065,1905,9032,2019
5,Opponent/G,,241.2,40.9,89.2,0.459,11.2,32.5,0.344,29.7,56.7,0.525,17.1,22.0,0.777,10.2,34.6,44.8,24.5,7.8,4.5,13.0,23.2,110.1,2019
6,Lg Rank,,18,14,14,16.0,12,16,7.0,12,12,18.0,11,7,25.0,14,14,14,14,23,6,25,2,13,2019
7,Year/Year,,-0.1%,4.3%,6.5%,-0.01,5.0%,10.6%,-0.018,4.0%,4.2%,-0.001,5.5%,2.7%,0.02,15.3%,-6.2%,-2.0%,4.3%,8.2%,-0.3%,-5.5%,18.8%,4.5%,2019
0,Team,75.0,18175,3124,6772,0.461,1136,3095,0.367,1988,3677,0.541,1392,1787,0.779,791,2729,3520,1849,460,363,953,1462,8776,2020
1,Team/G,,242.3,41.7,90.3,0.461,15.1,41.3,0.367,26.5,49.0,0.541,18.6,23.8,0.779,10.5,36.4,46.9,24.7,6.1,4.8,12.7,19.5,117.0,2020
2,Lg Rank,,1,9,9,16.0,2,2,10.0,26,28,4.0,10,11,14.0,11,4,4,14,29,16,2,6,3,2020
3,Year/Year,,0.5%,7.3%,4.0%,0.015,21.5%,12.7%,0.027,0.6%,-2.4%,0.016,-1.2%,-5.9%,0.037,3.9%,3.5%,3.6%,5.4%,-5.6%,13.1%,-10.7%,-3.1%,7.5%,2020
4,Opponent,75.0,18175,3143,6868,0.458,919,2615,0.351,2224,4253,0.523,1200,1578,0.76,782,2625,3407,1794,525,311,896,1601,8405,2020
5,Opponent/G,,242.3,41.9,91.6,0.458,12.3,34.9,0.351,29.7,56.7,0.523,16.0,21.0,0.76,10.4,35.0,45.4,23.9,7.0,4.1,11.9,21.3,112.1,2020
6,Lg Rank,,1,21,26,13.0,17,20,10.0,22,24,13.0,5,6,7.0,21,17,19,10,5,5,30,9,16,2020
7,Year/Year,,0.5%,2.4%,2.7%,-0.001,9.5%,7.2%,0.007,-0.3%,0.0%,-0.002,-6.3%,-4.3%,-0.016,2.3%,1.1%,1.3%,-2.5%,-10.7%,-7.6%,-8.0%,-8.1%,1.7%,2020
0,Team,72.0,17305,2958,6287,0.47,994,2744,0.362,1964,3543,0.554,1186,1524,0.778,657,2463,3120,1647,450,311,869,1396,8096,2021
1,Team/G,,240.3,41.1,87.3,0.47,13.8,38.1,0.362,27.3,49.2,0.554,16.5,21.2,0.778,9.1,34.2,43.3,22.9,6.3,4.3,12.1,19.4,112.4,2021
2,Lg Rank,,24,18,22,13.0,8,6,18.0,21,27,3.0,18,20,15.0,25,17,21,26,30,26,3,19,17,2021
3,Year/Year,,-0.8%,-1.4%,-3.3%,0.009,-8.9%,-7.6%,-0.005,2.9%,0.4%,0.014,-11.2%,-11.2%,-0.001,-13.5%,-6.0%,-7.7%,-7.2%,1.9%,-10.8%,-5.0%,-0.5%,-3.9%,2021
4,Opponent,72.0,17305,2885,6269,0.46,925,2537,0.365,1960,3732,0.525,1238,1621,0.764,704,2460,3164,1631,527,264,908,1446,7933,2021
5,Opponent/G,,240.3,40.1,87.1,0.46,12.8,35.2,0.365,27.2,51.8,0.525,17.2,22.5,0.764,9.8,34.2,43.9,22.7,7.3,3.7,12.6,20.1,110.2,2021
6,Lg Rank,,24,8,12,9.0,16,20,13.0,7,8,12.0,18,20,5.0,12,15,15,2,9,2,26,7,9,2021
7,Year/Year,,-0.8%,-4.4%,-4.9%,0.003,4.8%,1.1%,0.013,-8.2%,-8.6%,0.002,7.5%,7.0%,0.003,-6.2%,-2.4%,-3.3%,-5.3%,4.6%,-11.6%,5.6%,-5.9%,-1.7%,2021
0,Team,82.0,19755,3222,6982,0.461,1073,3063,0.35,2149,3919,0.548,1341,1739,0.771,759,2769,3528,1918,552,325,1025,1612,8858,2022
1,Team/G,,240.9,39.3,85.1,0.461,13.1,37.4,0.35,26.2,47.8,0.548,16.4,21.2,0.771,9.3,33.8,43.0,23.4,6.7,4.0,12.5,19.7,108.0,2022
2,Lg Rank,,19,25,27,18.0,10,8,19.0,23,27,5.0,22,22,16.0,24,20,24,25,29,28,3,14,24,2022
3,Year/Year,,0.2%,-4.4%,-2.5%,-0.009,-5.2%,-2.0%,-0.012,-3.9%,-2.9%,-0.006,-0.7%,0.2%,-0.007,1.4%,-1.3%,-0.7%,2.3%,7.7%,-8.2%,3.6%,1.4%,-3.9%,2022
4,Opponent,82.0,19755,3198,7001,0.457,895,2635,0.34,2303,4366,0.527,1296,1689,0.767,780,2799,3579,1925,575,300,1073,1645,8587,2022
5,Opponent/G,,240.9,39.0,85.4,0.457,10.9,32.1,0.34,28.1,53.2,0.527,15.8,20.6,0.767,9.5,34.1,43.6,23.5,7.0,3.7,13.1,20.1,104.7,2022
6,Lg Rank,,19,6,3,12.0,1,3,4.0,15,14,13.0,7,8,9.0,4,17,11,6,4,1,23,10,2,2022
7,Year/Year,,0.2%,-2.7%,-1.9%,-0.003,-15.0%,-8.8%,-0.025,3.2%,2.7%,0.002,-8.1%,-8.5%,0.004,-2.7%,-0.1%,-0.7%,3.6%,-4.2%,-0.2%,3.8%,-0.1%,-5.0%,2022
0,Team,82.0,19930,3283,6909,0.475,1246,3362,0.371,2037,3547,0.574,1554,2057,0.755,625,2556,3181,1880,514,304,1002,1697,9366,2023
1,Team/G,,243.0,40.0,84.3,0.475,15.2,41.0,0.371,24.8,43.3,0.574,19.0,25.1,0.755,7.6,31.2,38.8,22.9,6.3,3.7,12.2,20.7,114.2,2023
2,Lg Rank,,3,28,29,15.0,3,3,8.0,30,30,3.0,12,6,23.0,30,27,30,28,29,28,2,23,16,2023
3,Year/Year,,0.9%,1.9%,-1.0%,0.014,16.1%,9.8%,0.02,-5.2%,-9.5%,0.026,15.9%,18.3%,-0.016,-17.7%,-7.7%,-9.8%,-2.0%,-6.9%,-6.5%,-2.2%,5.3%,5.7%,2023
4,Opponent,82.0,19930,3425,7065,0.485,913,2596,0.352,2512,4469,0.562,1597,2046,0.781,830,2838,3668,2044,522,312,1075,1789,9360,2023
5,Opponent/G,,243.0,41.8,86.2,0.485,11.1,31.7,0.352,30.6,54.5,0.562,19.5,25.0,0.781,10.1,34.6,44.7,24.9,6.4,3.8,13.1,21.8,114.1,2023
6,Lg Rank,,3,13,6,24.0,1,2,7.0,22,15,22.0,25,24,15.0,10,28,23,8,3,2,23,1,16,2023
7,Year/Year,,0.9%,7.1%,0.9%,0.028,2.0%,-1.5%,0.012,9.1%,2.4%,0.035,23.2%,21.1%,0.013,6.4%,1.4%,2.5%,6.2%,-9.2%,4.0%,0.2%,8.8%,9.0%,2023
